Id,SoilPh,RelativeHumidity,SoilTemperature,Crop
3619,7.2,89,18,Mushroom
3620,6.6,84,20,Mushroom
3621,7.1,84,18,Mushroom
3622,7.2,81,18,Mushroom
3623,7.4,83,18,Mushroom
3624,7.2,81,17,Mushroom
3625,6.5,82,18,Mushroom
3626,7.4,89,17,Mushroom
3627,6.8,87,19,Mushroom
3628,6.7,83,19,Mushroom
3629,7.5,85,20,Mushroom
3630,6.7,90,19,Mushroom
3631,6.6,81,18,Mushroom
3632,7.2,84,20,Mushroom
3633,6.9,82,18,Mushroom
3634,7.3,83,18,Mushroom
3635,6.8,83,19,Mushroom
3636,6.6,88,19,Mushroom
3637,7,81,18,Mushroom
3638,6.6,88,19,Mushroom
3639,6.9,89,20,Mushroom
3640,6.7,88,18,Mushroom
3641,6.7,88,17,Mushroom
3642,6.5,82,18,Mushroom
3643,7.3,82,20,Mushroom
3644,6.7,82,18,Mushroom
3645,6.5,87,19,Mushroom
3646,6.6,83,18,Mushroom
3647,7.2,82,18,Mushroom
3648,7.2,84,20,Mushroom
3649,7,85,17,Mushroom
3650,7.2,84,18,Mushroom
3651,6.8,85,20,Mushroom
3652,7.2,81,17,Mushroom
3653,6.7,84,18,Mushroom
3654,6.9,84,19,Mushroom
3655,7.3,90,17,Mushroom
3656,7.4,82,18,Mushroom
3657,7.2,88,19,Mushroom
3658,7.2,82,20,Mushroom
3659,7,87,19,Mushroom
3660,6.6,83,19,Mushroom
3661,6.9,80,18,Mushroom
3662,6.9,89,17,Mushroom
3663,6.6,90,19,Mushroom
3664,6.6,88,17,Mushroom
3665,7.4,89,20,Mushroom
3666,6.6,86,20,Mushroom
3667,7.4,87,19,Mushroom
3668,7.2,87,19,Mushroom
3669,6.6,88,18,Mushroom
3670,7.1,88,17,Mushroom
3671,6.7,80,20,Mushroom
3672,7.1,80,19,Mushroom
3673,7.4,87,19,Mushroom
3674,7,81,19,Mushroom
3675,6.6,86,18,Mushroom
3676,6.5,86,19,Mushroom
3677,7.2,81,18,Mushroom
3678,6.5,90,18,Mushroom
3679,6.5,84,17,Mushroom
3680,6.9,83,19,Mushroom
3681,7.2,87,19,Mushroom
3682,7.2,81,17,Mushroom
3683,7.4,88,19,Mushroom
3684,7.4,80,18,Mushroom
3685,6.9,85,19,Mushroom
3686,6.9,85,18,Mushroom
3687,6.6,88,18,Mushroom
3688,6.8,81,20,Mushroom
3689,7.4,90,18,Mushroom
3690,7.1,85,19,Mushroom
3691,7.3,87,18,Mushroom
3692,7.5,88,18,Mushroom
3693,7,84,19,Mushroom
3694,6.5,90,18,Mushroom
3695,6.8,86,19,Mushroom
3696,6.7,85,18,Mushroom
3697,7.3,82,17,Mushroom
3698,6.6,81,17,Mushroom
3699,6.7,82,20,Mushroom
3700,6.7,85,19,Mushroom
3701,7.5,85,19,Mushroom
3702,7.1,88,17,Mushroom
3703,6.5,86,19,Mushroom
3704,7.2,80,20,Mushroom
3705,7.1,88,19,Mushroom
3706,7,83,20,Mushroom
3707,6.8,83,17,Mushroom
3708,6.6,90,19,Mushroom
3709,6.6,84,19,Mushroom
3710,7.1,90,17,Mushroom
3711,6.5,85,18,Mushroom
3712,7.3,84,17,Mushroom
3713,6.5,81,19,Mushroom
3714,7.1,80,19,Mushroom
3715,6.6,88,18,Mushroom
3716,7.2,89,18,Mushroom
3717,7.1,87,18,Mushroom
3718,7.4,85,18,Mushroom
3719,6.7,87,17,Mushroom
3720,6.8,80,18,Mushroom
3721,7.3,81,19,Mushroom
3722,7.1,88,20,Mushroom
3723,6.7,80,18,Mushroom
3724,6.7,88,20,Mushroom
3725,6.6,82,19,Mushroom
3726,7.5,85,19,Mushroom
3727,7,89,18,Mushroom
3728,7,81,19,Mushroom
3729,7.1,88,19,Mushroom
3730,7.1,88,17,Mushroom
3731,7.5,81,19,Mushroom
3732,7.4,85,17,Mushroom
3733,7.1,82,18,Mushroom
3734,6.6,88,20,Mushroom
3735,7.2,86,18,Mushroom
3736,7.1,82,17,Mushroom
3737,7.5,81,18,Mushroom
3738,6.8,87,18,Mushroom
3739,6.8,90,18,Mushroom
3740,7.3,87,19,Mushroom
3741,7.1,82,19,Mushroom
3742,7.2,84,20,Mushroom
3743,7.2,84,19,Mushroom
3744,6.6,83,19,Mushroom
3745,7.4,89,18,Mushroom
3746,6.6,89,18,Mushroom
3747,7,90,18,Mushroom
3748,6.7,85,19,Mushroom
3749,6.5,85,18,Mushroom
3750,7.1,82,20,Mushroom
3751,6.9,89,18,Mushroom
3752,7,85,18,Mushroom
3753,7,80,18,Mushroom
3754,7.2,83,18,Mushroom
3755,6.9,87,17,Mushroom
3756,7,83,17,Mushroom
3757,6.6,83,18,Mushroom
3758,6.7,81,18,Mushroom
3759,7.3,81,17,Mushroom
3760,7.3,83,18,Mushroom
3761,6.7,82,19,Mushroom
3762,7.1,82,18,Mushroom
3763,7.2,89,18,Mushroom
3764,7,82,17,Mushroom
3765,7.4,81,18,Mushroom
3766,7.1,89,17,Mushroom
3767,6.8,89,18,Mushroom
3768,6.6,85,18,Mushroom
3769,6.8,88,18,Mushroom
3770,6.9,89,17,Mushroom
3771,7.3,89,20,Mushroom
3772,7.3,82,20,Mushroom
3773,7.4,85,18,Mushroom
3774,6.6,81,19,Mushroom
3775,6.5,89,20,Mushroom
3776,7.1,86,17,Mushroom
3777,6.6,90,19,Mushroom
3778,7.4,88,20,Mushroom
3779,7.2,90,19,Mushroom
3780,6.8,90,19,Mushroom
3781,7,88,19,Mushroom
3782,7.2,84,20,Mushroom
3783,6.6,88,17,Mushroom
3784,7.2,82,18,Mushroom
3785,6.9,82,20,Mushroom
3786,7.1,89,18,Mushroom
3787,6.8,86,20,Mushroom
3788,7.3,88,20,Mushroom
3789,6.7,84,20,Mushroom
3790,6.8,87,19,Mushroom
3791,6.8,85,19,Mushroom
3792,7.4,87,19,Mushroom
3793,7.4,82,18,Mushroom
3794,7,81,18,Mushroom
3795,7.4,83,18,Mushroom
3796,6.9,81,19,Mushroom
3797,6.8,84,18,Mushroom
3798,7.1,84,18,Mushroom
3799,7,89,20,Mushroom
3800,7.5,82,20,Mushroom
3801,6.6,84,17,Mushroom
3802,6.8,83,19,Mushroom
3803,6.8,81,20,Mushroom
3804,6.8,88,18,Mushroom
3805,7.1,89,20,Mushroom
3806,7.1,90,18,Mushroom
3807,6.6,83,19,Mushroom
3808,7.2,81,19,Mushroom
3809,6.8,89,20,Mushroom
3810,7.1,88,20,Mushroom
3811,7.3,84,19,Mushroom
3812,7,89,19,Mushroom
3813,7.4,87,19,Mushroom
3814,7.1,82,18,Mushroom
3815,7.2,83,19,Mushroom
3816,7,87,18,Mushroom
3817,6.6,89,19,Mushroom
3818,6.9,84,20,Mushroom
3819,6.6,86,20,Mushroom
3820,7.2,80,18,Mushroom
3821,7.2,88,20,Mushroom
3822,7.2,81,17,Mushroom
3823,6.5,89,18,Mushroom
3824,7.5,89,18,Mushroom
3825,6.6,87,17,Mushroom
3826,6.7,87,19,Mushroom
3827,7,84,19,Mushroom
3828,7.5,90,17,Mushroom
3829,6.5,80,18,Mushroom
3830,7.5,86,19,Mushroom
3831,6.8,88,19,Mushroom
3832,6.5,81,19,Mushroom
3833,6.6,88,17,Mushroom
3834,7.1,86,18,Mushroom
3835,6.5,85,19,Mushroom
3836,6.6,88,18,Mushroom
3837,7.3,88,18,Mushroom
3838,6.6,90,19,Mushroom
3839,6.6,83,17,Mushroom
3840,6.7,89,19,Mushroom
3841,6.7,87,18,Mushroom
3842,7.1,81,19,Mushroom
3843,7.2,88,20,Mushroom
3844,6.6,89,18,Mushroom
3845,6.7,81,20,Mushroom
3846,7,85,19,Mushroom
3847,6.9,87,18,Mushroom
3848,6.8,82,18,Mushroom
3849,6.8,89,17,Mushroom
3850,7.5,88,18,Mushroom
3851,7.1,84,18,Mushroom
3852,7.5,85,18,Mushroom
3853,6.6,83,20,Mushroom
3854,7.1,89,17,Mushroom
3855,7.3,89,20,Mushroom
3856,7.3,90,19,Mushroom
3857,7.2,88,19,Mushroom
3858,6.6,86,18,Mushroom
3859,7,81,19,Mushroom
3860,7.1,90,18,Mushroom
3861,6.8,89,19,Mushroom
3862,7.1,82,18,Mushroom
3863,7.4,80,17,Mushroom
3864,7,85,18,Mushroom
3865,6.6,82,19,Mushroom
3866,6.6,86,20,Mushroom
3867,7.1,89,18,Mushroom
3868,7,90,20,Mushroom
3869,7.3,89,17,Mushroom
3870,7.2,85,20,Mushroom
3871,7,88,17,Mushroom
3872,7,88,19,Mushroom
3873,6.9,90,20,Mushroom
3874,7,82,17,Mushroom
3875,6.6,85,18,Mushroom
3876,7.4,85,19,Mushroom
3877,6.6,84,18,Mushroom
3878,6.9,84,20,Mushroom
3879,7.3,85,20,Mushroom
3880,6.7,83,19,Mushroom
3881,6.8,87,17,Mushroom
3882,7.4,86,18,Mushroom
3883,7.2,86,20,Mushroom
3884,6.7,83,20,Mushroom
3885,7.4,86,20,Mushroom
3886,7.3,85,20,Mushroom
3887,6.9,84,18,Mushroom
3888,7.1,82,20,Mushroom
3889,6.8,81,19,Mushroom
3890,7.4,87,19,Mushroom
3891,6.9,83,20,Mushroom
3892,6.9,90,18,Mushroom
3893,6.8,87,19,Mushroom
3894,7.2,88,17,Mushroom
3895,7.5,85,19,Mushroom
3896,7.2,82,17,Mushroom
3897,7.1,84,18,Mushroom
3898,6.6,84,19,Mushroom
3899,7,81,18,Mushroom
3900,7.3,89,19,Mushroom
3901,6.9,86,18,Mushroom
3902,6.6,83,20,Mushroom
3903,6.5,81,19,Mushroom
3904,6.7,88,17,Mushroom
3905,7.2,85,17,Mushroom
3906,7,84,18,Mushroom
3907,6.9,85,19,Mushroom
3908,6.8,83,17,Mushroom
3909,6.5,84,17,Mushroom
3910,7.2,85,19,Mushroom
3911,6.7,81,18,Mushroom
3912,6.9,86,19,Mushroom
3913,6.6,89,17,Mushroom
3914,6.9,85,20,Mushroom
3915,7.2,86,18,Mushroom
3916,6.8,86,18,Mushroom
3917,6.7,88,19,Mushroom
3918,7,82,18,Mushroom
3919,6.8,86,18,Mushroom
3920,6.9,86,18,Mushroom
3921,6.7,89,18,Mushroom
3922,7.1,81,19,Mushroom
3923,7.5,81,19,Mushroom
3924,7.5,84,18,Mushroom
3925,7.4,83,18,Mushroom
3926,7,84,18,Mushroom
3927,6.8,84,18,Mushroom
3928,6.8,88,17,Mushroom
3929,6.6,88,19,Mushroom
3930,7.3,86,20,Mushroom
3931,6.8,87,18,Mushroom
3932,6.9,87,18,Mushroom
3933,6.8,82,17,Mushroom
3934,6.7,84,17,Mushroom
3935,6.5,87,20,Mushroom
3936,7.1,88,18,Mushroom
3937,7.5,82,17,Mushroom
3938,6.7,82,20,Mushroom
3939,6.6,81,18,Mushroom
3940,6.9,86,19,Mushroom
3941,6.8,86,20,Mushroom
3942,7.2,88,18,Mushroom
3943,6.7,90,18,Mushroom
3944,7,81,17,Mushroom
3945,7,85,17,Mushroom
3946,6.7,89,17,Mushroom
3947,7.2,89,19,Mushroom
3948,7.4,85,18,Mushroom
3949,7,81,18,Mushroom
3950,7.2,84,19,Mushroom
3951,7.5,87,19,Mushroom
3952,7.3,83,18,Mushroom
3953,6.9,84,20,Mushroom
3954,6.7,87,19,Mushroom
3955,7.4,86,18,Mushroom
3956,6.8,87,18,Mushroom
3957,7.4,82,20,Mushroom
3958,7,86,19,Mushroom
3959,7.1,81,18,Mushroom
3960,7.1,90,18,Mushroom
3961,7.1,81,19,Mushroom
3962,7,81,19,Mushroom
3963,7.1,85,18,Mushroom
3964,7.3,85,19,Mushroom
3965,7.4,87,18,Mushroom
3966,6.7,87,18,Mushroom
3967,6.5,87,18,Mushroom
3968,7,90,20,Mushroom
3969,7.2,81,20,Mushroom
3970,7.5,87,20,Mushroom
3971,6.8,85,17,Mushroom
3972,7.1,80,19,Mushroom
3973,7.3,85,18,Mushroom
3974,6.6,86,18,Mushroom
3975,6.8,90,17,Mushroom
3976,6.6,86,17,Mushroom
3977,7.4,84,17,Mushroom
3978,6.7,87,18,Mushroom
3979,7.2,87,19,Mushroom
3980,7,84,18,Mushroom
3981,7.2,88,19,Mushroom
3982,7.3,81,20,Mushroom
3983,6.6,83,20,Mushroom
3984,7.5,85,18,Mushroom
3985,7.1,82,17,Mushroom
3986,7.2,86,20,Mushroom
3987,6.7,83,18,Mushroom
3988,7.3,84,19,Mushroom
3989,7.4,80,20,Mushroom
3990,7.3,83,19,Mushroom
3991,6.7,81,19,Mushroom
3992,7.1,89,20,Mushroom
3993,6.7,85,18,Mushroom
3994,6.8,89,19,Mushroom
3995,6.6,83,20,Mushroom
3996,7.4,87,18,Mushroom
3997,6.5,82,19,Mushroom
3998,6.5,85,18,Mushroom
3999,6.7,84,17,Mushroom
4000,6.9,90,17,Mushroom
4001,6.1,83,12,Mustard
4002,6.7,85,25,Mustard
4003,6.6,80,18,Mustard
4004,7.5,83,15,Mustard
4005,6.7,82,14,Mustard
4006,6.5,81,12,Mustard
4007,6.5,80,23,Mustard
4008,6.4,82,29,Mustard
4009,7.3,82,11,Mustard
4010,6.5,82,16,Mustard
4011,6.2,82,8,Mustard
4012,6.4,82,10,Mustard
4013,6.4,82,8,Mustard
4014,7.5,83,11,Mustard
4015,6.2,82,9,Mustard
4016,7.4,84,19,Mustard
4017,6.2,84,23,Mustard
4018,6.5,85,11,Mustard
4019,6.2,81,14,Mustard
4020,7.5,83,13,Mustard
4021,6.9,80,20,Mustard
4022,7.4,83,25,Mustard
4023,6.7,84,16,Mustard
4024,7.2,84,10,Mustard
4025,6.5,83,13,Mustard
4026,6.9,81,17,Mustard
4027,6.4,83,28,Mustard
4028,6.7,84,11,Mustard
4029,6.5,82,19,Mustard
4030,6.1,81,19,Mustard
4031,6.6,81,19,Mustard
4032,6.7,85,24,Mustard
4033,6.5,84,22,Mustard
4034,6.3,81,27,Mustard
4035,6.4,81,22,Mustard
4036,6.5,83,13,Mustard
4037,6.9,81,19,Mustard
4038,7,81,25,Mustard
4039,6.5,85,10,Mustard
4040,6.6,80,10,Mustard
4041,6.6,83,27,Mustard
4042,6.3,84,18,Mustard
4043,7.5,80,25,Mustard
4044,7,84,27,Mustard
4045,6.3,81,13,Mustard
4046,7.4,83,26,Mustard
4047,6.7,83,21,Mustard
4048,6.7,84,9,Mustard
4049,7.1,83,17,Mustard
4050,6.6,81,17,Mustard
4051,6.7,85,21,Mustard
4052,6.9,80,14,Mustard
4053,6.4,85,27,Mustard
4054,6.5,80,24,Mustard
4055,6.9,85,22,Mustard
4056,6.1,85,25,Mustard
4057,7.5,80,9,Mustard
4058,7.4,83,12,Mustard
4059,6.5,82,20,Mustard
4060,6.4,80,25,Mustard
4061,6.7,81,19,Mustard
4062,6.4,81,24,Mustard
4063,6.4,82,10,Mustard
4064,6.2,83,22,Mustard
4065,6.1,82,16,Mustard
4066,6.5,82,10,Mustard
4067,7.2,82,12,Mustard
4068,6.7,81,26,Mustard
4069,6.7,80,20,Mustard
4070,6.8,84,28,Mustard
4071,7.3,84,18,Mustard
4072,6.1,85,13,Mustard
4073,6.8,85,29,Mustard
4074,6.6,82,14,Mustard
4075,6.9,84,15,Mustard
4076,6.1,81,19,Mustard
4077,6.4,84,12,Mustard
4078,7.4,83,13,Mustard
4079,6.7,83,29,Mustard
4080,7.2,85,16,Mustard
4081,7.3,85,7,Mustard
4082,6.9,82,28,Mustard
4083,7.4,81,18,Mustard
4084,6.3,83,13,Mustard
4085,7.5,83,23,Mustard
4086,6.1,81,20,Mustard
4087,6.4,83,20,Mustard
4088,7.4,85,27,Mustard
4089,6.5,82,22,Mustard
4090,6.8,83,29,Mustard
4091,7.2,83,11,Mustard
4092,6.4,82,22,Mustard
4093,7.2,82,24,Mustard
4094,6.2,81,28,Mustard
4095,6.3,80,8,Mustard
4096,6.3,85,12,Mustard
4097,7.4,85,28,Mustard
4098,6.2,80,19,Mustard
4099,6.7,80,10,Mustard
4100,6.9,84,7,Mustard
4101,6.1,82,22,Mustard
4102,6.7,83,17,Mustard
4103,6.4,81,26,Mustard
4104,6.9,82,23,Mustard
4105,7.1,81,20,Mustard
4106,7.2,85,28,Mustard
4107,6.3,82,21,Mustard
4108,6.7,84,13,Mustard
4109,7,83,26,Mustard
4110,7.2,82,21,Mustard
4111,6.7,84,28,Mustard
4112,6.2,83,26,Mustard
4113,7.1,85,8,Mustard
4114,7,84,22,Mustard
4115,7.2,83,8,Mustard
4116,7.2,80,26,Mustard
4117,6.7,83,12,Mustard
4118,6.8,84,25,Mustard
4119,7,84,25,Mustard
4120,7.2,83,28,Mustard
4121,6.6,81,8,Mustard
4122,6.7,83,8,Mustard
4123,7.1,83,22,Mustard
4124,7.3,82,10,Mustard
4125,6.3,84,8,Mustard
4126,6.5,82,24,Mustard
4127,7.1,83,22,Mustard
4128,6.2,82,18,Mustard
4129,6.9,84,14,Mustard
4130,7.3,83,9,Mustard
4131,6.8,80,7,Mustard
4132,6.9,81,19,Mustard
4133,7.2,84,24,Mustard
4134,6.7,82,27,Mustard
4135,6.3,82,17,Mustard
4136,6.5,85,11,Mustard
4137,7.4,80,22,Mustard
4138,7.2,82,21,Mustard
4139,7.5,84,9,Mustard
4140,7.2,81,23,Mustard
4141,7.1,85,15,Mustard
4142,7.4,83,26,Mustard
4143,7.4,83,8,Mustard
4144,7.4,82,10,Mustard
4145,6.2,85,10,Mustard
4146,6.4,85,7,Mustard
4147,6.6,82,12,Mustard
4148,6.5,85,8,Mustard
4149,7.3,84,24,Mustard
4150,6.2,80,18,Mustard
4151,7.4,82,19,Mustard
4152,6.7,84,20,Mustard
4153,7.3,82,20,Mustard
4154,7,84,10,Mustard
4155,7.4,81,17,Mustard
4156,6.2,84,12,Mustard
4157,6.7,85,8,Mustard
4158,6.7,85,27,Mustard
4159,6.9,81,11,Mustard
4160,6.1,82,12,Mustard
4161,6.7,84,13,Mustard
4162,7.1,84,15,Mustard
4163,6.4,80,12,Mustard
4164,7.1,85,18,Mustard
4165,6.4,81,10,Mustard
4166,6.4,80,29,Mustard
4167,6,85,18,Mustard
4168,7.3,83,26,Mustard
4169,6.9,82,26,Mustard
4170,6.2,82,28,Mustard
4171,7.1,84,19,Mustard
4172,7.3,82,18,Mustard
4173,7.1,81,27,Mustard
4174,6.7,84,8,Mustard
4175,6.8,82,9,Mustard
4176,6.3,83,21,Mustard
4177,6.2,83,27,Mustard
4178,7.2,82,24,Mustard
4179,6.3,82,18,Mustard
4180,6.6,83,21,Mustard
4181,6.3,82,11,Mustard
4182,6.6,82,27,Mustard
4183,7.1,84,14,Mustard
4184,6.1,84,18,Mustard
4185,7.1,84,10,Mustard
4186,6.2,82,7,Mustard
4187,7.4,82,17,Mustard
4188,6.1,83,10,Mustard
4189,6.8,82,12,Mustard
4190,6.7,83,14,Mustard
4191,7.4,82,10,Mustard
4192,6.3,81,10,Mustard
4193,6.5,85,8,Mustard
4194,6.1,84,27,Mustard
4195,6.7,84,11,Mustard
4196,7,81,20,Mustard
4197,6.3,83,14,Mustard
4198,6.1,80,13,Mustard
4199,6.8,80,15,Mustard
4200,7.2,84,29,Mustard
4201,7.1,81,29,Mustard
4202,7.1,85,23,Mustard
4203,6.9,82,11,Mustard
4204,7.5,82,25,Mustard
4205,6.4,85,16,Mustard
4206,6.7,81,23,Mustard
4207,6.2,85,9,Mustard
4208,7.3,83,15,Mustard
4209,6.7,84,28,Mustard
4210,6.7,83,18,Mustard
4211,6.1,85,27,Mustard
4212,7.1,82,19,Mustard
4213,6.7,84,25,Mustard
4214,6.9,84,26,Mustard
4215,6,82,8,Mustard
4216,6.8,82,9,Mustard
4217,6.2,85,15,Mustard
4218,6.1,84,13,Mustard
4219,7.1,83,20,Mustard
4220,6.5,83,28,Mustard
4221,6.2,82,19,Mustard
4222,7.4,82,23,Mustard
4223,7.2,83,18,Mustard
4224,6.3,82,14,Mustard
4225,6.8,85,22,Mustard
4226,7,84,23,Mustard
4227,6.8,81,7,Mustard
4228,7.1,85,17,Mustard
4229,6.2,84,13,Mustard
4230,6.1,80,8,Mustard
4231,6.6,85,21,Mustard
4232,6.3,84,15,Mustard
4233,7.3,81,24,Mustard
4234,7.4,84,11,Mustard
4235,6.9,82,12,Mustard
4236,6.2,83,25,Mustard
4237,7.3,83,26,Mustard
4238,7.3,85,28,Mustard
4239,6.4,84,21,Mustard
4240,6.7,81,20,Mustard
4241,7.2,83,16,Mustard
4242,6.8,80,28,Mustard
4243,6.6,83,7,Mustard
4244,7.5,82,12,Mustard
4245,7.5,81,28,Mustard
4246,7.2,83,25,Mustard
4247,6.2,82,28,Mustard
4248,7.5,84,10,Mustard
4249,6.7,83,21,Mustard
4250,6.4,84,28,Mustard
4251,6.8,84,18,Mustard
4252,7.3,82,19,Mustard
4253,7.1,82,21,Mustard
4254,7.3,82,13,Mustard
4255,7.3,81,26,Mustard
4256,7.3,81,7,Mustard
4257,7.3,83,9,Mustard
4258,6.6,81,19,Mustard
4259,7.2,85,16,Mustard
4260,6.9,83,15,Mustard
4261,7,83,25,Mustard
4262,7.3,82,13,Mustard
4263,7,83,8,Mustard
4264,7.4,81,14,Mustard
4265,7.3,84,17,Mustard
4266,6.7,83,9,Mustard
4267,7.1,85,10,Mustard
4268,7.3,83,9,Mustard
4269,6.4,81,25,Mustard
4270,6.5,83,14,Mustard
4271,6.4,83,27,Mustard
4272,7.5,81,22,Mustard
4273,6.9,81,16,Mustard
4274,6.3,85,11,Mustard
4275,7.2,81,10,Mustard
4276,7,84,26,Mustard
4277,7.1,81,28,Mustard
4278,7.1,84,15,Mustard
4279,6.7,83,29,Mustard
4280,7.3,81,20,Mustard
4281,6.8,82,18,Mustard
4282,6.4,84,16,Mustard
4283,7.2,83,25,Mustard
4284,6.4,81,8,Mustard
4285,6.1,80,26,Mustard
4286,6,80,20,Mustard
4287,6,82,9,Mustard
4288,6.2,81,18,Mustard
4289,6.9,82,21,Mustard
4290,7.3,84,29,Mustard
4291,6.9,81,27,Mustard
4292,6.7,82,13,Mustard
4293,6.7,85,12,Mustard
4294,7.3,80,11,Mustard
4295,7.1,82,23,Mustard
4296,6.1,83,24,Mustard
4297,7.4,80,7,Mustard
4298,7.1,85,18,Mustard
4299,6.9,85,12,Mustard
4300,6.5,82,21,Mustard
4301,7,81,16,Mustard
4302,6.2,84,28,Mustard
4303,6.5,84,10,Mustard
4304,6.4,82,28,Mustard
4305,6.6,81,27,Mustard
4306,7.2,82,11,Mustard
4307,6.6,85,18,Mustard
4308,7.3,84,21,Mustard
4309,6.9,82,9,Mustard
4310,6.6,84,15,Mustard
4311,6.9,82,25,Mustard
4312,6.3,82,19,Mustard
4313,7,85,17,Mustard
4314,7.3,82,20,Mustard
4315,6.3,83,26,Mustard
4316,6.6,83,26,Mustard
4317,6.4,83,23,Mustard
4318,6.2,84,14,Mustard
4319,6.4,85,21,Mustard
4320,6.6,83,27,Mustard
4321,6.2,85,17,Mustard
4322,6.6,80,24,Mustard
4323,6.2,82,11,Mustard
4324,6,84,16,Mustard
4325,7.3,85,21,Mustard
4326,7.4,84,25,Mustard
4327,7,80,27,Mustard
4328,6.4,83,22,Mustard
4329,7.1,82,7,Mustard
4330,6.6,85,27,Mustard
4331,7.1,82,28,Mustard
4332,7.5,81,11,Mustard
4333,6.2,85,25,Mustard
4334,7.1,84,19,Mustard
4335,6.7,83,9,Mustard
4336,6.6,82,22,Mustard
4337,7.2,83,12,Mustard
4338,6.7,83,12,Mustard
4339,7.2,83,10,Mustard
4340,6.8,85,7,Mustard
4341,6.2,81,22,Mustard
4342,6.5,85,28,Mustard
4343,7.1,80,16,Mustard
4344,6.4,84,12,Mustard
4345,7,85,18,Mustard
4346,7.2,82,8,Mustard
4347,6,81,19,Mustard
4348,6.6,84,14,Mustard
4349,7.3,83,23,Mustard
4350,7.1,83,26,Mustard
4351,6.2,80,12,Mustard
4352,7,82,12,Mustard
4353,6.4,81,20,Mustard
4354,6.2,84,21,Mustard
4355,6.8,82,26,Mustard
4356,6.8,81,25,Mustard
4357,7.4,81,9,Mustard
4358,7.1,82,10,Mustard
4359,6,80,16,Mustard
4360,7.5,82,19,Mustard
4361,6.5,80,13,Mustard
4362,7.1,84,26,Mustard
4363,6.4,80,24,Mustard
4364,6,84,11,Mustard
4365,6.7,81,27,Mustard
4366,7.5,82,18,Mustard
4367,6.5,80,14,Mustard
4368,6.3,81,16,Mustard
4369,7.1,83,10,Mustard
4370,6.1,85,13,Mustard
4371,6.5,81,24,Mustard
4372,6.3,83,13,Mustard
4373,7.3,83,19,Mustard
4374,6.4,80,25,Mustard
4375,6.9,80,7,Mustard
4376,6.5,81,10,Mustard
4377,6.1,81,26,Mustard
4378,6.2,84,27,Mustard
4379,6.9,81,13,Mustard
4380,6.2,81,22,Mustard
4381,6.4,84,22,Mustard
4382,7.4,84,17,Mustard
4383,7.4,81,19,Mustard
4384,7.2,85,21,Mustard
4385,6.8,82,25,Mustard
4386,7.4,83,16,Mustard
4387,6.1,83,16,Mustard
4388,6.2,81,19,Mustard
4389,6.1,83,20,Mustard
4390,7.3,83,20,Mustard
4391,7.1,83,8,Mustard
4392,7.3,82,27,Mustard
4393,7.3,83,13,Mustard
4394,7,80,17,Mustard
4395,6,83,11,Mustard
4396,7.3,80,18,Mustard
4397,6.3,82,28,Mustard
4398,7.1,85,14,Mustard
4399,6.7,81,21,Mustard
4400,6.4,82,18,Mustard
4401,6.8,80,15,Mustard
4402,6.4,85,13,Mustard
4403,6.4,81,11,Mustard
4404,6.7,83,20,Mustard
4405,7.4,80,27,Mustard
4406,6.4,85,24,Mustard
4407,6.8,80,17,Mustard
4408,7.1,85,17,Mustard
4409,6.3,83,9,Mustard
4410,6.9,80,24,Mustard
4411,7.5,85,19,Mustard
4412,6.1,84,21,Mustard
4413,7.1,84,13,Mustard
4414,6.7,85,10,Mustard
4415,6.1,80,25,Mustard
4416,6.8,83,14,Mustard
4417,6.3,84,11,Mustard
4418,6,82,22,Mustard
4419,6.6,85,14,Mustard
4420,6.3,82,24,Mustard
4421,6.7,82,24,Mustard
4422,7.1,83,11,Mustard
4423,7,80,25,Mustard
4424,7.5,84,9,Mustard
4425,7.5,82,22,Mustard
4426,6.4,85,17,Mustard
4427,7.2,82,9,Mustard
4428,6.6,83,23,Mustard
4429,7.4,82,8,Mustard
4430,7.2,85,18,Mustard
4431,7.2,81,25,Mustard
4432,6.1,85,22,Mustard
4433,6.9,80,20,Mustard
4434,6,82,15,Mustard
4435,6.2,84,12,Mustard
4436,6.5,81,22,Mustard
4437,6.6,82,21,Mustard
4438,6.9,81,24,Mustard
4439,7.5,84,19,Mustard
4440,7.2,84,23,Mustard
4441,6.9,84,17,Mustard
4442,6.1,81,21,Mustard
4443,7.2,82,7,Mustard
4444,7,81,12,Mustard
4445,6.3,81,21,Mustard
4446,6.5,84,7,Mustard
4447,7.2,85,12,Mustard
4448,6.6,83,10,Mustard
4449,6.9,84,8,Mustard
4450,6.3,82,27,Mustard
4451,6.2,84,11,Mustard
4452,7.3,81,20,Mustard
4453,7,81,8,Mustard
4454,6.7,82,25,Mustard
4455,6,83,16,Mustard
4456,6.2,83,18,Mustard
4457,6.7,82,22,Mustard
4458,6.2,84,8,Mustard
4459,7.5,83,20,Mustard
4460,7.5,83,7,Mustard
4461,6.6,81,8,Mustard
4462,7.1,83,12,Mustard
4463,6.6,85,10,Mustard
4464,6.3,82,8,Mustard
4465,7.1,81,23,Mustard
4466,6.6,80,8,Mustard
4467,6.7,82,29,Mustard
4468,6.3,83,20,Mustard
4469,6.6,84,10,Mustard
4470,7.4,82,9,Mustard
4471,6.3,83,21,Mustard
4472,7.4,82,25,Mustard
4473,7.1,84,21,Mustard
4474,6.6,85,11,Mustard
4475,6.4,81,28,Mustard
