SoilPh,RelativeHumidity,SoilTemperature,Insect1,Insect2
7.1,53,34,Mango Hopper,Mango Fruitfly
6.7,54,32,Mango Hopper,Mango Fruitfly
7.2,53,33,Mango Hopper,Mango Fruitfly
7.5,54,36,Mango Hopper,Mango Fruitfly
6.6,54,33,Mango Hopper,Mango Fruitfly
7,54,35,Mango Hopper,Mango Fruitfly
7.1,54,34,Mango Hopper,Mango Fruitfly
7,54,35,Mango Hopper,Mango Fruitfly
6.6,54,34,Mango Hopper,Mango Fruitfly
6.7,54,34,Mango Hopper,Mango Fruitfly
6.8,54,33,Mango Hopper,Mango Fruitfly
7.4,55,35,Mango Hopper,Mango Fruitfly
6.9,54,36,Mango Hopper,Mango Fruitfly
6.8,54,33,Mango Hopper,Mango Fruitfly
7,53,34,Mango Hopper,Mango Fruitfly
6.7,55,32,Mango Hopper,Mango Fruitfly
6.8,53,34,Mango Hopper,Mango Fruitfly
7.1,54,34,Mango Hopper,Mango Fruitfly
7,53,34,Mango Hopper,Mango Fruitfly
6.8,55,34,Mango Hopper,Mango Fruitfly
7.1,53,33,Mango Hopper,Mango Fruitfly
7.4,54,33,Mango Hopper,Mango Fruitfly
7.3,53,32,Mango Hopper,Mango Fruitfly
7.1,55,33,Mango Hopper,Mango Fruitfly
6.7,53,36,Mango Hopper,Mango Fruitfly
7.4,53,36,Mango Hopper,Mango Fruitfly
7.3,54,33,Mango Hopper,Mango Fruitfly
7.3,55,33,Mango Hopper,Mango Fruitfly
7.1,54,33,Mango Hopper,Mango Fruitfly
6.5,54,32,Mango Hopper,Mango Fruitfly
6.6,53,34,Mango Hopper,Mango Fruitfly
7.3,55,33,Mango Hopper,Mango Fruitfly
6.9,54,34,Mango Hopper,Mango Fruitfly
6.7,54,33,Mango Hopper,Mango Fruitfly
6.7,55,32,Mango Hopper,Mango Fruitfly
7.3,53,35,Mango Hopper,Mango Fruitfly
7.3,54,36,Mango Hopper,Mango Fruitfly
6.7,54,34,Mango Hopper,Mango Fruitfly
6.9,54,33,Mango Hopper,Mango Fruitfly
7.4,54,35,Mango Hopper,Mango Fruitfly
7.1,54,34,Mango Hopper,Mango Fruitfly
7.3,54,34,Mango Hopper,Mango Fruitfly
7.1,53,33,Mango Hopper,Mango Fruitfly
7,53,35,Mango Hopper,Mango Fruitfly
7.5,54,35,Mango Hopper,Mango Fruitfly
7.4,53,35,Mango Hopper,Mango Fruitfly
6.5,54,35,Mango Hopper,Mango Fruitfly
7,54,34,Mango Hopper,Mango Fruitfly
7.2,53,34,Mango Hopper,Mango Fruitfly
6.8,54,35,Mango Hopper,Mango Fruitfly
6.9,54,33,Mango Hopper,Mango Fruitfly
6.8,53,36,Mango Hopper,Mango Fruitfly
6.8,54,33,Mango Hopper,Mango Fruitfly
7.4,55,33,Mango Hopper,Mango Fruitfly
6.7,54,36,Mango Hopper,Mango Fruitfly
6.9,53,36,Mango Hopper,Mango Fruitfly
6.7,54,33,Mango Hopper,Mango Fruitfly
7.4,54,33,Mango Hopper,Mango Fruitfly
6.5,53,32,Mango Hopper,Mango Fruitfly
6.9,54,34,Mango Hopper,Mango Fruitfly
7.1,54,33,Mango Hopper,Mango Fruitfly
6.9,54,32,Mango Hopper,Mango Fruitfly
6.7,55,32,Mango Hopper,Mango Fruitfly
6.7,53,32,Mango Hopper,Mango Fruitfly
6.8,55,36,Mango Hopper,Mango Fruitfly
6.5,53,33,Mango Hopper,Mango Fruitfly
6.7,54,35,Mango Hopper,Mango Fruitfly
7.1,53,34,Mango Hopper,Mango Fruitfly
7,55,34,Mango Hopper,Mango Fruitfly
7.4,54,35,Mango Hopper,Mango Fruitfly
6.3,94,28,Stem Weevil,Obscure Root Weevil
6.6,91,29,Stem Weevil,Obscure Root Weevil
6,93,34,Stem Weevil,Obscure Root Weevil
6,93,31,Stem Weevil,Obscure Root Weevil
5.7,94,28,Stem Weevil,Obscure Root Weevil
6.9,94,34,Stem Weevil,Obscure Root Weevil
6.1,92,33,Stem Weevil,Obscure Root Weevil
6.3,91,33,Stem Weevil,Obscure Root Weevil
5.8,90,33,Stem Weevil,Obscure Root Weevil
5.9,92,29,Stem Weevil,Obscure Root Weevil
5.6,95,34,Stem Weevil,Obscure Root Weevil
6,95,30,Stem Weevil,Obscure Root Weevil
6.3,93,33,Stem Weevil,Obscure Root Weevil
5.6,93,31,Stem Weevil,Obscure Root Weevil
6.9,91,27,Stem Weevil,Obscure Root Weevil
5.6,94,35,Stem Weevil,Obscure Root Weevil
6,92,35,Stem Weevil,Obscure Root Weevil
6.5,94,31,Stem Weevil,Obscure Root Weevil
6.8,94,34,Stem Weevil,Obscure Root Weevil
6.4,94,30,Stem Weevil,Obscure Root Weevil
7,94,34,Stem Weevil,Obscure Root Weevil
6.2,93,30,Stem Weevil,Obscure Root Weevil
6.1,92,35,Stem Weevil,Obscure Root Weevil
6.6,95,33,Stem Weevil,Obscure Root Weevil
6.5,93,32,Stem Weevil,Obscure Root Weevil
5.8,95,35,Stem Weevil,Obscure Root Weevil
5.8,92,31,Stem Weevil,Obscure Root Weevil
6.5,92,34,Stem Weevil,Obscure Root Weevil
6.6,94,32,Stem Weevil,Obscure Root Weevil
6,94,34,Stem Weevil,Obscure Root Weevil
7,93,31,Stem Weevil,Obscure Root Weevil
6.4,93,32,Stem Weevil,Obscure Root Weevil
6.5,93,28,Stem Weevil,Obscure Root Weevil
5.8,93,27,Stem Weevil,Obscure Root Weevil
6,94,29,Stem Weevil,Obscure Root Weevil
5.9,93,34,Stem Weevil,Obscure Root Weevil
6.4,91,28,Stem Weevil,Obscure Root Weevil
6.5,94,28,Stem Weevil,Obscure Root Weevil
6.7,92,34,Stem Weevil,Obscure Root Weevil
7,93,31,Stem Weevil,Obscure Root Weevil
6.8,93,30,Stem Weevil,Obscure Root Weevil
6.6,92,32,Stem Weevil,Obscure Root Weevil
5.5,91,28,Stem Weevil,Obscure Root Weevil
6.3,91,31,Stem Weevil,Obscure Root Weevil
6,94,27,Stem Weevil,Obscure Root Weevil
6.8,92,31,Stem Weevil,Obscure Root Weevil
5.9,91,35,Stem Weevil,Obscure Root Weevil
6.8,94,30,Stem Weevil,Obscure Root Weevil
5.9,91,31,Stem Weevil,Obscure Root Weevil
6.6,91,33,Stem Weevil,Obscure Root Weevil
5.9,93,31,Stem Weevil,Obscure Root Weevil
6.8,91,29,Stem Weevil,Obscure Root Weevil
6.6,94,30,Stem Weevil,Obscure Root Weevil
6.3,94,32,Stem Weevil,Obscure Root Weevil
6.9,95,32,Stem Weevil,Obscure Root Weevil
6.7,92,34,Stem Weevil,Obscure Root Weevil
6.7,94,33,Stem Weevil,Obscure Root Weevil
6.2,94,27,Stem Weevil,Obscure Root Weevil
5.9,93,33,Stem Weevil,Obscure Root Weevil
6.1,90,28,Stem Weevil,Obscure Root Weevil
5.6,95,31,Stem Weevil,Obscure Root Weevil
6.9,91,27,Stem Weevil,Obscure Root Weevil
5.7,93,28,Stem Weevil,Obscure Root Weevil
6.2,91,34,Stem Weevil,Obscure Root Weevil
5.8,92,30,Stem Weevil,Obscure Root Weevil
5.8,92,31,Stem Weevil,Obscure Root Weevil
6.6,94,34,Stem Weevil,Obscure Root Weevil
5.8,91,29,Stem Weevil,Obscure Root Weevil
5.6,95,31,Stem Weevil,Obscure Root Weevil
6.9,94,27,Stem Weevil,Obscure Root Weevil
6.6,93,32,Stem Weevil,Obscure Root Weevil
6.8,93,29,Stem Weevil,Obscure Root Weevil
6.8,93,33,Stem Weevil,Obscure Root Weevil
5.9,92,33,Stem Weevil,Obscure Root Weevil
5.9,91,35,Stem Weevil,Obscure Root Weevil
6,94,31,Stem Weevil,Obscure Root Weevil
6.9,95,32,Stem Weevil,Obscure Root Weevil
5.6,92,32,Stem Weevil,Obscure Root Weevil
7,92,33,Stem Weevil,Obscure Root Weevil
5.7,94,28,Stem Weevil,Obscure Root Weevil
6.8,92,30,Stem Weevil,Obscure Root Weevil
6.9,93,34,Stem Weevil,Obscure Root Weevil
6,92,34,Stem Weevil,Obscure Root Weevil
6.7,93,29,Stem Weevil,Obscure Root Weevil
6,93,27,Stem Weevil,Obscure Root Weevil
6.8,93,34,Stem Weevil,Obscure Root Weevil
5.9,94,32,Stem Weevil,Obscure Root Weevil
6.9,91,34,Stem Weevil,Obscure Root Weevil
6.4,94,27,Stem Weevil,Obscure Root Weevil
6.4,90,32,Stem Weevil,Obscure Root Weevil
5.6,91,29,Stem Weevil,Obscure Root Weevil
5.8,94,32,Stem Weevil,Obscure Root Weevil
5.9,94,33,Stem Weevil,Obscure Root Weevil
6.7,93,30,Stem Weevil,Obscure Root Weevil
6,90,28,Stem Weevil,Obscure Root Weevil
5.8,94,33,Stem Weevil,Obscure Root Weevil
6.2,95,33,Stem Weevil,Obscure Root Weevil
6,94,33,Stem Weevil,Obscure Root Weevil
5.7,92,30,Stem Weevil,Obscure Root Weevil
5.8,90,27,Stem Weevil,Obscure Root Weevil
4.8,91,15,Colorado Potato Beetle,Tuber Moth
5,92,15,Colorado Potato Beetle,Tuber Moth
4.7,92,16,Colorado Potato Beetle,Tuber Moth
4.5,91,17,Colorado Potato Beetle,Tuber Moth
4.8,91,15,Colorado Potato Beetle,Tuber Moth
5,92,16,Colorado Potato Beetle,Tuber Moth
4.8,91,16,Colorado Potato Beetle,Tuber Moth
4.8,91,17,Colorado Potato Beetle,Tuber Moth
4.9,92,15,Colorado Potato Beetle,Tuber Moth
4.8,91,16,Colorado Potato Beetle,Tuber Moth
4.5,90,17,Colorado Potato Beetle,Tuber Moth
4.9,91,17,Colorado Potato Beetle,Tuber Moth
5,90,17,Colorado Potato Beetle,Tuber Moth
4.8,90,17,Colorado Potato Beetle,Tuber Moth
5,92,16,Colorado Potato Beetle,Tuber Moth
4.8,91,16,Colorado Potato Beetle,Tuber Moth
4.8,90,16,Colorado Potato Beetle,Tuber Moth
4.8,90,15,Colorado Potato Beetle,Tuber Moth
4.6,91,16,Colorado Potato Beetle,Tuber Moth
5.1,92,16,Colorado Potato Beetle,Tuber Moth
4.9,91,16,Colorado Potato Beetle,Tuber Moth
5.1,91,16,Colorado Potato Beetle,Tuber Moth
4.9,90,16,Colorado Potato Beetle,Tuber Moth
4.6,91,17,Colorado Potato Beetle,Tuber Moth
4.5,90,15,Colorado Potato Beetle,Tuber Moth
5,92,16,Colorado Potato Beetle,Tuber Moth
4.5,92,15,Colorado Potato Beetle,Tuber Moth
4.9,91,16,Colorado Potato Beetle,Tuber Moth
4.7,92,16,Colorado Potato Beetle,Tuber Moth
4.8,91,17,Colorado Potato Beetle,Tuber Moth
4.7,90,16,Colorado Potato Beetle,Tuber Moth
4.6,90,15,Colorado Potato Beetle,Tuber Moth
4.6,92,15,Colorado Potato Beetle,Tuber Moth
4.8,92,16,Colorado Potato Beetle,Tuber Moth
5,91,17,Colorado Potato Beetle,Tuber Moth
5,91,17,Colorado Potato Beetle,Tuber Moth
4.6,92,15,Colorado Potato Beetle,Tuber Moth
4.9,91,16,Colorado Potato Beetle,Tuber Moth
4.7,92,15,Colorado Potato Beetle,Tuber Moth
5,91,15,Colorado Potato Beetle,Tuber Moth
4.9,92,16,Colorado Potato Beetle,Tuber Moth
4.9,91,16,Colorado Potato Beetle,Tuber Moth
4.6,92,17,Colorado Potato Beetle,Tuber Moth
4.6,91,15,Colorado Potato Beetle,Tuber Moth
4.8,91,17,Colorado Potato Beetle,Tuber Moth
4.9,91,17,Colorado Potato Beetle,Tuber Moth
4.7,90,16,Colorado Potato Beetle,Tuber Moth
5,90,15,Colorado Potato Beetle,Tuber Moth
4.5,90,16,Colorado Potato Beetle,Tuber Moth
5,90,17,Colorado Potato Beetle,Tuber Moth
4.7,90,15,Colorado Potato Beetle,Tuber Moth
4.9,91,16,Colorado Potato Beetle,Tuber Moth
4.9,92,16,Colorado Potato Beetle,Tuber Moth
4.7,91,15,Colorado Potato Beetle,Tuber Moth
5.1,92,15,Colorado Potato Beetle,Tuber Moth
4.9,91,15,Colorado Potato Beetle,Tuber Moth
4.8,91,16,Colorado Potato Beetle,Tuber Moth
4.5,92,16,Colorado Potato Beetle,Tuber Moth
4.8,91,15,Colorado Potato Beetle,Tuber Moth
4.5,90,15,Colorado Potato Beetle,Tuber Moth
5,91,17,Colorado Potato Beetle,Tuber Moth
4.7,92,15,Colorado Potato Beetle,Tuber Moth
5,92,16,Colorado Potato Beetle,Tuber Moth
5,90,16,Colorado Potato Beetle,Tuber Moth
5.1,91,16,Colorado Potato Beetle,Tuber Moth
4.8,91,16,Colorado Potato Beetle,Tuber Moth
4.7,91,16,Colorado Potato Beetle,Tuber Moth
4.9,91,16,Colorado Potato Beetle,Tuber Moth
5.1,90,16,Colorado Potato Beetle,Tuber Moth
4.8,90,15,Colorado Potato Beetle,Tuber Moth
5.1,91,15,Colorado Potato Beetle,Tuber Moth
5.1,91,17,Colorado Potato Beetle,Tuber Moth
5,91,15,Colorado Potato Beetle,Tuber Moth
4.7,91,16,Colorado Potato Beetle,Tuber Moth
5,90,17,Colorado Potato Beetle,Tuber Moth
4.7,92,16,Colorado Potato Beetle,Tuber Moth
4.7,90,15,Colorado Potato Beetle,Tuber Moth
4.9,91,17,Colorado Potato Beetle,Tuber Moth
4.7,92,16,Colorado Potato Beetle,Tuber Moth
5,90,15,Colorado Potato Beetle,Tuber Moth
4.6,92,17,Colorado Potato Beetle,Tuber Moth
4.9,91,16,Colorado Potato Beetle,Tuber Moth
4.6,91,17,Colorado Potato Beetle,Tuber Moth
5,92,17,Colorado Potato Beetle,Tuber Moth
4.9,90,16,Colorado Potato Beetle,Tuber Moth
4.9,92,15,Colorado Potato Beetle,Tuber Moth
4.9,90,15,Colorado Potato Beetle,Tuber Moth
4.9,90,15,Colorado Potato Beetle,Tuber Moth
4.8,92,15,Colorado Potato Beetle,Tuber Moth
4.7,90,16,Colorado Potato Beetle,Tuber Moth
5,92,17,Colorado Potato Beetle,Tuber Moth
4.6,90,15,Colorado Potato Beetle,Tuber Moth
5,90,16,Colorado Potato Beetle,Tuber Moth
4.7,92,17,Colorado Potato Beetle,Tuber Moth
4.6,91,16,Colorado Potato Beetle,Tuber Moth
4.8,91,17,Colorado Potato Beetle,Tuber Moth
4.5,91,17,Colorado Potato Beetle,Tuber Moth
4.9,91,16,Colorado Potato Beetle,Tuber Moth
4.6,91,16,Colorado Potato Beetle,Tuber Moth
4.8,91,16,Colorado Potato Beetle,Tuber Moth
6,95,19,Aphids,Cutworm
5.3,93,18,Aphids,Cutworm
5.9,94,18,Aphids,Cutworm
5.6,94,18,Aphids,Cutworm
5.7,93,18,Aphids,Cutworm
5.4,94,19,Aphids,Cutworm
5.7,94,19,Aphids,Cutworm
5.8,95,19,Aphids,Cutworm
5.8,93,20,Aphids,Cutworm
5.9,94,20,Aphids,Cutworm
5.7,93,19,Aphids,Cutworm
5.6,95,19,Aphids,Cutworm
5.4,93,20,Aphids,Cutworm
5.6,94,20,Aphids,Cutworm
5.5,93,19,Aphids,Cutworm
5.4,93,20,Aphids,Cutworm
5.6,93,19,Aphids,Cutworm
5.2,95,18,Aphids,Cutworm
5.3,94,20,Aphids,Cutworm
5.5,95,19,Aphids,Cutworm
5.5,92,19,Aphids,Cutworm
5.8,92,19,Aphids,Cutworm
5.8,94,19,Aphids,Cutworm
5.8,92,19,Aphids,Cutworm
5.5,95,19,Aphids,Cutworm
5.8,93,20,Aphids,Cutworm
5.5,92,18,Aphids,Cutworm
5.5,95,20,Aphids,Cutworm
5.5,95,18,Aphids,Cutworm
5.6,92,18,Aphids,Cutworm
5.5,92,19,Aphids,Cutworm
5.6,95,18,Aphids,Cutworm
5.3,93,20,Aphids,Cutworm
5.7,92,18,Aphids,Cutworm
5.8,93,19,Aphids,Cutworm
5.9,93,18,Aphids,Cutworm
5.9,94,19,Aphids,Cutworm
5.5,92,18,Aphids,Cutworm
5.8,94,19,Aphids,Cutworm
5.6,93,18,Aphids,Cutworm
5.6,94,19,Aphids,Cutworm
5.5,95,19,Aphids,Cutworm
5.5,92,20,Aphids,Cutworm
5.6,94,20,Aphids,Cutworm
5.2,92,19,Aphids,Cutworm
5.9,92,20,Aphids,Cutworm
5.6,92,19,Aphids,Cutworm
5.4,94,19,Aphids,Cutworm
5.3,92,18,Aphids,Cutworm
5.3,93,18,Aphids,Cutworm
5.9,95,19,Aphids,Cutworm
5.4,95,19,Aphids,Cutworm
5.3,93,19,Aphids,Cutworm
5.5,93,18,Aphids,Cutworm
5.8,93,19,Aphids,Cutworm
6,93,19,Aphids,Cutworm
5.3,94,19,Aphids,Cutworm
5.8,94,20,Aphids,Cutworm
5.4,94,20,Aphids,Cutworm
5.3,93,18,Aphids,Cutworm
5.8,93,19,Aphids,Cutworm
5.6,93,19,Aphids,Cutworm
5.6,94,19,Aphids,Cutworm
5.9,93,20,Aphids,Cutworm
5.2,94,19,Aphids,Cutworm
5.9,95,18,Aphids,Cutworm
5.2,92,19,Aphids,Cutworm
5.3,94,18,Aphids,Cutworm
5.9,93,20,Aphids,Cutworm
5.5,94,18,Aphids,Cutworm
5.3,94,19,Aphids,Cutworm
5.3,93,20,Aphids,Cutworm
5.9,93,20,Aphids,Cutworm
5.9,95,19,Aphids,Cutworm
5.6,94,19,Aphids,Cutworm
5.9,92,18,Aphids,Cutworm
5.5,94,20,Aphids,Cutworm
5.9,93,19,Aphids,Cutworm
5.8,94,19,Aphids,Cutworm
5.6,95,19,Aphids,Cutworm
5.2,93,19,Aphids,Cutworm
5.7,94,20,Aphids,Cutworm
5.8,92,19,Aphids,Cutworm
5.7,93,18,Aphids,Cutworm
5.6,92,19,Aphids,Cutworm
6,93,19,Aphids,Cutworm
5.6,94,19,Aphids,Cutworm
5.5,92,19,Aphids,Cutworm
5.9,94,19,Aphids,Cutworm
5.4,93,19,Aphids,Cutworm
5.8,93,18,Aphids,Cutworm
5.6,94,18,Aphids,Cutworm
5.7,94,19,Aphids,Cutworm
5.3,95,19,Aphids,Cutworm
5.5,92,19,Aphids,Cutworm
5.7,92,19,Aphids,Cutworm
5.4,93,18,Aphids,Cutworm
5.5,92,20,Aphids,Cutworm
5.5,95,19,Aphids,Cutworm
5.3,93,18,Aphids,Cutworm
6.5,98,17,Carrot Rust Fly,Armyworm
6.7,96,23,Carrot Rust Fly,Armyworm
5.8,98,19,Carrot Rust Fly,Armyworm
6.2,96,16,Carrot Rust Fly,Armyworm
6.2,96,22,Carrot Rust Fly,Armyworm
5.9,97,20,Carrot Rust Fly,Armyworm
6.6,98,21,Carrot Rust Fly,Armyworm
6.1,97,16,Carrot Rust Fly,Armyworm
5.8,97,22,Carrot Rust Fly,Armyworm
6.8,97,20,Carrot Rust Fly,Armyworm
5.9,97,23,Carrot Rust Fly,Armyworm
6.3,96,23,Carrot Rust Fly,Armyworm
6,97,19,Carrot Rust Fly,Armyworm
6.5,95,18,Carrot Rust Fly,Armyworm
6,96,20,Carrot Rust Fly,Armyworm
6,95,16,Carrot Rust Fly,Armyworm
5.7,98,17,Carrot Rust Fly,Armyworm
6.5,97,23,Carrot Rust Fly,Armyworm
6.8,98,20,Carrot Rust Fly,Armyworm
6.6,96,13,Carrot Rust Fly,Armyworm
6.9,97,15,Carrot Rust Fly,Armyworm
6.4,96,17,Carrot Rust Fly,Armyworm
6.4,95,15,Carrot Rust Fly,Armyworm
6.9,95,23,Carrot Rust Fly,Armyworm
5.6,96,18,Carrot Rust Fly,Armyworm
6.3,95,18,Carrot Rust Fly,Armyworm
5.9,98,19,Carrot Rust Fly,Armyworm
6.2,96,21,Carrot Rust Fly,Armyworm
6,98,18,Carrot Rust Fly,Armyworm
5.6,97,18,Carrot Rust Fly,Armyworm
6.2,96,23,Carrot Rust Fly,Armyworm
6.4,97,15,Carrot Rust Fly,Armyworm
6.3,96,18,Carrot Rust Fly,Armyworm
6.3,97,20,Carrot Rust Fly,Armyworm
6.4,97,23,Carrot Rust Fly,Armyworm
5.6,96,16,Carrot Rust Fly,Armyworm
6.9,97,17,Carrot Rust Fly,Armyworm
6.7,96,18,Carrot Rust Fly,Armyworm
5.7,96,20,Carrot Rust Fly,Armyworm
6.5,96,21,Carrot Rust Fly,Armyworm
5.5,97,23,Carrot Rust Fly,Armyworm
5.9,96,15,Carrot Rust Fly,Armyworm
6.2,95,24,Carrot Rust Fly,Armyworm
7,97,19,Carrot Rust Fly,Armyworm
6.8,97,16,Carrot Rust Fly,Armyworm
6.7,97,22,Carrot Rust Fly,Armyworm
5.8,96,24,Carrot Rust Fly,Armyworm
6.5,95,14,Carrot Rust Fly,Armyworm
6,97,21,Carrot Rust Fly,Armyworm
5.5,96,15,Carrot Rust Fly,Armyworm
6,97,22,Carrot Rust Fly,Armyworm
6,96,21,Carrot Rust Fly,Armyworm
5.7,95,22,Carrot Rust Fly,Armyworm
6.6,97,14,Carrot Rust Fly,Armyworm
6.6,95,18,Carrot Rust Fly,Armyworm
5.9,97,18,Carrot Rust Fly,Armyworm
6.6,96,24,Carrot Rust Fly,Armyworm
6.5,98,21,Carrot Rust Fly,Armyworm
6.3,98,13,Carrot Rust Fly,Armyworm
5.9,97,22,Carrot Rust Fly,Armyworm
5.7,95,15,Carrot Rust Fly,Armyworm
6.8,98,17,Carrot Rust Fly,Armyworm
5.6,96,17,Carrot Rust Fly,Armyworm
5.9,97,18,Carrot Rust Fly,Armyworm
6.7,95,21,Carrot Rust Fly,Armyworm
5.5,98,24,Carrot Rust Fly,Armyworm
6.4,97,17,Carrot Rust Fly,Armyworm
6.3,96,23,Carrot Rust Fly,Armyworm
6.5,96,23,Carrot Rust Fly,Armyworm
6.6,98,19,Carrot Rust Fly,Armyworm
6.8,97,15,Carrot Rust Fly,Armyworm
5.9,98,18,Carrot Rust Fly,Armyworm
6.4,96,13,Carrot Rust Fly,Armyworm
6.4,97,21,Carrot Rust Fly,Armyworm
6.7,98,14,Carrot Rust Fly,Armyworm
6.1,98,13,Carrot Rust Fly,Armyworm
6,98,21,Carrot Rust Fly,Armyworm
5.7,95,15,Carrot Rust Fly,Armyworm
6.6,96,17,Carrot Rust Fly,Armyworm
6.8,96,22,Carrot Rust Fly,Armyworm
6.4,97,17,Carrot Rust Fly,Armyworm
6.6,97,14,Carrot Rust Fly,Armyworm
6.5,97,16,Carrot Rust Fly,Armyworm
6.3,95,22,Carrot Rust Fly,Armyworm
6.3,97,14,Carrot Rust Fly,Armyworm
6.9,97,21,Carrot Rust Fly,Armyworm
6.5,97,19,Carrot Rust Fly,Armyworm
6.2,95,22,Carrot Rust Fly,Armyworm
5.8,98,18,Carrot Rust Fly,Armyworm
6.8,95,16,Carrot Rust Fly,Armyworm
6.5,95,24,Carrot Rust Fly,Armyworm
5.7,97,15,Carrot Rust Fly,Armyworm
5.7,95,23,Carrot Rust Fly,Armyworm
6.8,97,13,Carrot Rust Fly,Armyworm
5.8,95,19,Carrot Rust Fly,Armyworm
5.8,97,14,Carrot Rust Fly,Armyworm
5.7,96,17,Carrot Rust Fly,Armyworm
6.6,95,19,Carrot Rust Fly,Armyworm
6.9,95,18,Carrot Rust Fly,Armyworm
6.9,97,22,Carrot Rust Fly,Armyworm
6.1,88,16,Cabbage Worm,Flea Beetle
6.4,88,16,Cabbage Worm,Flea Beetle
6.5,88,16,Cabbage Worm,Flea Beetle
5.9,88,16,Cabbage Worm,Flea Beetle
6,88,16,Cabbage Worm,Flea Beetle
5.7,88,16,Cabbage Worm,Flea Beetle
6.4,88,16,Cabbage Worm,Flea Beetle
6.4,88,16,Cabbage Worm,Flea Beetle
6.3,88,16,Cabbage Worm,Flea Beetle
5.6,88,16,Cabbage Worm,Flea Beetle
5.8,88,16,Cabbage Worm,Flea Beetle
5.7,88,16,Cabbage Worm,Flea Beetle
6.2,88,16,Cabbage Worm,Flea Beetle
6.1,88,16,Cabbage Worm,Flea Beetle
6.4,88,16,Cabbage Worm,Flea Beetle
6.4,88,16,Cabbage Worm,Flea Beetle
5.7,88,16,Cabbage Worm,Flea Beetle
5.5,88,16,Cabbage Worm,Flea Beetle
6.1,88,16,Cabbage Worm,Flea Beetle
6.5,88,16,Cabbage Worm,Flea Beetle
6.3,88,16,Cabbage Worm,Flea Beetle
5.7,88,16,Cabbage Worm,Flea Beetle
6.3,88,16,Cabbage Worm,Flea Beetle
5.9,88,16,Cabbage Worm,Flea Beetle
6.5,88,16,Cabbage Worm,Flea Beetle
5.8,88,16,Cabbage Worm,Flea Beetle
6.4,88,16,Cabbage Worm,Flea Beetle
5.9,88,16,Cabbage Worm,Flea Beetle
6.3,88,16,Cabbage Worm,Flea Beetle
6.1,88,16,Cabbage Worm,Flea Beetle
5.6,88,16,Cabbage Worm,Flea Beetle
6.1,88,16,Cabbage Worm,Flea Beetle
5.9,88,16,Cabbage Worm,Flea Beetle
5.9,88,16,Cabbage Worm,Flea Beetle
5.7,88,16,Cabbage Worm,Flea Beetle
5.8,88,16,Cabbage Worm,Flea Beetle
6.2,88,16,Cabbage Worm,Flea Beetle
5.7,88,16,Cabbage Worm,Flea Beetle
6.4,88,16,Cabbage Worm,Flea Beetle
5.6,88,16,Cabbage Worm,Flea Beetle
6,88,16,Cabbage Worm,Flea Beetle
5.5,88,16,Cabbage Worm,Flea Beetle
5.7,88,16,Cabbage Worm,Flea Beetle
6.2,88,16,Cabbage Worm,Flea Beetle
6.3,88,16,Cabbage Worm,Flea Beetle
6.1,88,16,Cabbage Worm,Flea Beetle
5.5,88,16,Cabbage Worm,Flea Beetle
6.5,88,16,Cabbage Worm,Flea Beetle
6.2,88,16,Cabbage Worm,Flea Beetle
5.7,88,16,Cabbage Worm,Flea Beetle
5.5,88,16,Cabbage Worm,Flea Beetle
6.3,88,16,Cabbage Worm,Flea Beetle
5.7,88,16,Cabbage Worm,Flea Beetle
6.5,88,16,Cabbage Worm,Flea Beetle
5.8,88,16,Cabbage Worm,Flea Beetle
5.8,88,16,Cabbage Worm,Flea Beetle
5.9,88,16,Cabbage Worm,Flea Beetle
5.7,88,16,Cabbage Worm,Flea Beetle
5.9,88,16,Cabbage Worm,Flea Beetle
6.2,88,16,Cabbage Worm,Flea Beetle
5.5,88,16,Cabbage Worm,Flea Beetle
6,88,16,Cabbage Worm,Flea Beetle
6.1,88,16,Cabbage Worm,Flea Beetle
5.9,88,16,Cabbage Worm,Flea Beetle
5.8,88,16,Cabbage Worm,Flea Beetle
5.8,88,16,Cabbage Worm,Flea Beetle
5.8,88,16,Cabbage Worm,Flea Beetle
5.7,88,16,Cabbage Worm,Flea Beetle
6,88,16,Cabbage Worm,Flea Beetle
6,88,16,Cabbage Worm,Flea Beetle
5.9,88,16,Cabbage Worm,Flea Beetle
5.9,88,16,Cabbage Worm,Flea Beetle
6.3,88,16,Cabbage Worm,Flea Beetle
6.3,88,16,Cabbage Worm,Flea Beetle
6.2,88,16,Cabbage Worm,Flea Beetle
5.9,88,16,Cabbage Worm,Flea Beetle
6.1,88,16,Cabbage Worm,Flea Beetle
6,88,16,Cabbage Worm,Flea Beetle
5.9,88,16,Cabbage Worm,Flea Beetle
6.4,88,16,Cabbage Worm,Flea Beetle
6.2,88,16,Cabbage Worm,Flea Beetle
6.2,88,16,Cabbage Worm,Flea Beetle
5.6,88,16,Cabbage Worm,Flea Beetle
6.2,88,16,Cabbage Worm,Flea Beetle
5.6,88,16,Cabbage Worm,Flea Beetle
5.8,88,16,Cabbage Worm,Flea Beetle
5.8,88,16,Cabbage Worm,Flea Beetle
6.3,88,16,Cabbage Worm,Flea Beetle
5.6,88,16,Cabbage Worm,Flea Beetle
5.8,88,16,Cabbage Worm,Flea Beetle
6.4,88,16,Cabbage Worm,Flea Beetle
6,88,16,Cabbage Worm,Flea Beetle
5.5,88,16,Cabbage Worm,Flea Beetle
5.8,88,16,Cabbage Worm,Flea Beetle
