SoilPh,RelativeHumidity,SoilTemperature,Fruit
7.2,45,14,Orange
6.5,44,17,Orange
6.1,49,31,Orange
6.8,42,21,Orange
6,41,19,Orange
6.5,45,15,Orange
7.3,45,28,Orange
6,46,35,Orange
7.2,43,25,Orange
6.7,42,15,Orange
6.4,43,24,Orange
7.4,48,23,Orange
7.5,48,25,Orange
7,41,36,Orange
7.4,40,31,Orange
6.4,44,23,Orange
7.4,43,25,Orange
6.8,46,22,Orange
6.1,50,18,Orange
7,43,18,Orange
6.3,48,12,Orange
7.4,43,23,Orange
6.4,41,23,Orange
6.2,42,34,Orange
6.9,47,16,Orange
7,43,38,Orange
6.1,49,13,Orange
7.1,42,23,Orange
7.3,49,36,Orange
7,44,19,Orange
6.7,42,14,Orange
6.2,45,19,Orange
6.4,43,38,Orange
6.2,47,15,Orange
6.8,44,34,Orange
7.2,46,31,Orange
7.5,44,31,Orange
7.5,48,23,Orange
6.5,40,18,Orange
6.2,47,31,Orange
7,48,32,Orange
7,47,13,Orange
7.3,46,24,Orange
6.2,46,37,Orange
6.8,47,28,Orange
7,48,20,Orange
6.4,44,17,Orange
6.8,43,32,Orange
7.2,45,26,Orange
6,50,35,Orange
6,49,35,Orange
6.2,45,24,Orange
6.8,49,19,Orange
6.8,46,30,Orange
7.1,42,35,Orange
6.5,43,25,Orange
6.7,45,26,Orange
7.3,42,21,Orange
7.1,49,26,Orange
6.2,79,6,Peach
6.4,67,3,Peach
6.7,77,3,Peach
6.3,80,4,Peach
6.1,76,2,Peach
6.7,80,1,Peach
6.9,87,3,Peach
6.9,80,5,Peach
6.8,88,5,Peach
6.9,78,6,Peach
6.4,77,5,Peach
6.9,76,4,Peach
6.5,81,5,Peach
6.7,85,1,Peach
6.4,79,3,Peach
6.3,87,3,Peach
6.1,76,6,Peach
6.3,78,6,Peach
6.2,68,1,Peach
6.3,85,2,Peach
6.8,79,7,Peach
6.5,85,1,Peach
6.8,86,1,Peach
6.9,72,4,Peach
6.3,85,5,Peach
6.8,84,5,Peach
6.3,85,1,Peach
6.2,79,4,Peach
6.9,85,2,Peach
6.4,69,1,Peach
6.1,69,6,Peach
6.9,78,2,Peach
6.3,76,6,Peach
6.1,86,4,Peach
6.4,88,4,Peach
6.1,82,5,Peach
6.5,80,0,Peach
6.6,84,5,Peach
6.4,86,5,Peach
6.4,76,2,Peach
7,80,6,Peach
6.3,85,1,Peach
6.7,70,1,Peach
6.8,68,1,Peach
6.9,85,1,Peach
6.2,80,4,Peach
6.8,69,2,Peach
6,85,7,Peach
6.2,83,0,Peach
6.1,70,1,Peach
6.4,79,3,Peach
6.3,73,3,Peach
6.4,78,3,Peach
7,79,2,Peach
6.9,71,6,Peach
6.8,80,2,Peach
7,85,7,Peach
6,79,2,Peach
6.6,68,0,Peach
6.3,73,0,Peach
6.1,71,3,Peach
6.1,75,6,Peach
6.3,71,6,Peach
6.5,72,1,Peach
6.2,82,2,Peach
7,72,5,Peach
6.9,84,1,Peach
6.9,67,5,Peach
6.9,69,5,Peach
6.6,68,4,Peach
6.7,79,4,Peach
7,83,6,Peach
6.5,71,5,Peach
6.8,76,4,Peach
6.9,76,4,Peach
6.6,86,0,Peach
6.4,83,2,Peach
6.2,73,6,Peach
6.2,73,6,Peach
6.1,74,7,Peach
6.6,75,4,Peach
6.6,75,2,Peach
6.2,75,2,Peach
6.8,82,6,Peach
6.6,88,2,Peach
6.1,68,3,Peach
6,77,3,Peach
6.3,75,6,Peach
6.4,70,0,Peach
6,80,2,Peach
6.1,86,1,Peach
6.6,67,3,Peach
6.2,87,7,Peach
6.3,79,2,Peach
6.7,86,4,Peach
6.1,72,5,Peach
6.6,83,6,Peach
6.8,77,1,Peach
6.5,78,7,Peach
6.3,82,1,Peach
6.3,81,3,Peach
6.8,68,6,Peach
6.6,72,1,Peach
6.9,85,6,Peach
6.1,68,2,Peach
6.4,84,0,Peach
6.1,71,1,Peach
7,79,4,Peach
6.2,75,1,Peach
6.9,79,1,Peach
6.9,83,6,Peach
6.2,70,0,Peach
6.5,76,6,Peach
6.6,79,7,Peach
6.7,68,3,Peach
6.6,69,3,Peach
6.5,74,7,Peach
6.6,73,3,Peach
6.9,81,7,Peach
6.3,67,6,Peach
6.4,80,7,Peach
6.5,69,6,Peach
6.2,68,0,Peach
6.9,76,3,Peach
6.5,79,6,Peach
6.7,71,5,Peach
6.9,82,1,Peach
6.8,75,2,Peach
6.4,71,2,Peach
6.1,81,1,Peach
6.3,73,2,Peach
6.4,74,2,Peach
6.1,79,3,Peach
6.3,71,1,Peach
6.3,77,2,Peach
6.1,73,2,Peach
6.7,78,0,Peach
6.6,80,6,Peach
6.2,69,1,Peach
6.6,79,5,Peach
6.5,73,7,Peach
6.2,68,2,Peach
6.4,80,6,Peach
6.9,82,2,Peach
6.7,78,0,Peach
6.9,82,1,Peach
6,81,4,Peach
6.6,87,5,Peach
6.3,84,1,Peach
6.1,77,1,Peach
7,70,3,Peach
6.5,84,6,Peach
6.8,79,3,Peach
6,72,5,Peach
6.5,74,6,Peach
6.5,86,1,Peach
6.5,77,4,Peach
6,88,2,Peach
6.9,77,5,Peach
6.9,74,4,Peach
6.9,76,1,Peach
6.3,77,3,Peach
6.1,80,3,Peach
6.8,69,0,Peach
6.2,78,7,Peach
6.2,77,7,Peach
6.2,87,5,Peach
6.5,79,0,Peach
6.4,85,1,Peach
6.3,78,6,Peach
6.1,78,2,Peach
6.9,87,6,Peach
6.3,87,6,Peach
6.3,85,2,Peach
6.8,74,6,Peach
6.8,86,4,Peach
6.6,86,3,Peach
6.6,87,6,Peach
6.9,75,4,Peach
6.9,86,4,Peach
6.9,76,2,Peach
7,78,4,Peach
6.6,70,1,Peach
6.4,86,5,Peach
6.3,79,2,Peach
6.1,79,6,Peach
6.5,70,2,Peach
6.3,83,3,Peach
6.4,78,4,Peach
7,85,0,Peach
6,83,1,Peach
6.1,72,6,Peach
7,83,1,Peach
6.1,84,2,Peach
6.1,68,7,Peach
6.6,77,1,Peach
7,86,3,Peach
6.5,85,6,Peach
6,70,5,Peach
7,78,4,Peach
6.3,75,2,Peach
6.4,78,1,Peach
6,68,0,Peach
6.4,85,3,Peach
6.6,70,6,Peach
6.5,69,0,Peach
6.4,84,6,Peach
6.8,69,6,Peach
6,80,7,Peach
6.2,75,1,Peach
6,74,7,Peach
6.9,83,3,Peach
6.1,82,4,Peach
6.3,72,2,Peach
6.5,75,1,Peach
6.8,87,1,Peach
6.1,80,2,Peach
6.4,76,3,Peach
7,82,5,Peach
6.3,84,5,Peach
6.9,82,3,Peach
6.7,69,4,Peach
6.9,84,1,Peach
6.9,76,6,Peach
6.8,79,1,Peach
6.6,72,7,Peach
6.2,79,2,Peach
6,87,7,Peach
6.2,75,1,Peach
6.3,73,5,Peach
6.8,70,4,Peach
6.4,76,1,Peach
6.1,71,6,Peach
6.7,82,3,Peach
6.4,76,3,Peach
6.5,71,6,Peach
6.8,74,4,Peach
6.3,71,7,Peach
6.9,72,2,Peach
6.1,72,4,Peach
6.2,68,1,Peach
6,83,3,Peach
7,71,4,Peach
6.8,73,1,Peach
6.4,80,3,Peach
6.9,83,6,Peach
6.9,82,2,Peach
6,85,2,Peach
6.4,72,1,Peach
6.6,69,0,Peach
6.9,88,1,Peach
6.2,69,2,Peach
6.3,87,1,Peach
7,85,4,Peach
6.2,71,1,Peach
6,88,3,Peach
6.6,72,2,Peach
6.8,75,5,Peach
6.6,83,1,Peach
6.4,72,4,Peach
6.5,68,2,Peach
6.4,74,3,Peach
6.7,85,2,Peach
6.6,74,6,Peach
6.3,84,4,Peach
6.1,84,3,Peach
6.2,80,3,Peach
6,70,7,Peach
6.1,74,2,Peach
6.7,85,3,Peach
6.7,79,7,Peach
6.2,71,3,Peach
6.9,81,1,Peach
6.4,85,3,Peach
6.1,77,5,Peach
6.8,70,5,Peach
6.4,76,6,Peach
6.4,76,0,Peach
6.6,72,1,Peach
6.6,87,1,Peach
6.2,70,3,Peach
6.6,87,2,Peach
6.1,88,0,Peach
6,79,3,Peach
6.8,88,0,Peach
6.3,84,0,Peach
6.8,78,0,Peach
6.3,80,3,Peach
6.2,77,6,Peach
6.7,78,1,Peach
6.8,72,2,Peach
6.2,84,4,Peach
7,75,4,Peach
6.1,88,3,Peach
6.9,68,1,Peach
6.2,74,6,Peach
6.3,76,2,Peach
6.1,70,4,Peach
6.1,84,2,Peach
6.5,81,0,Peach
6.2,74,7,Peach
6.4,71,2,Peach
6.6,73,1,Peach
6.2,76,5,Peach
6,77,6,Peach
6.6,86,2,Peach
6.8,82,0,Peach
6.1,76,7,Peach
6.5,87,5,Peach
6.7,75,1,Peach
6.7,71,3,Peach
6.3,72,7,Peach
6.3,85,0,Peach
6.1,83,3,Peach
6.2,78,3,Peach
6.4,85,4,Peach
6.6,75,1,Peach
6.3,81,7,Peach
6.1,84,5,Peach
6.5,77,2,Peach
6.4,70,3,Peach
6.8,80,6,Peach
6.2,72,1,Peach
6.5,71,2,Peach
6.4,73,3,Peach
6.6,81,4,Peach
6.2,78,3,Peach
6.7,69,3,Peach
6.4,82,4,Peach
6.9,85,5,Peach
6,82,2,Peach
6.7,80,2,Peach
6.6,77,3,Peach
6.1,70,3,Peach
6.5,82,3,Peach
6.4,68,3,Peach
6.1,79,2,Peach
6.1,81,6,Peach
6.2,71,7,Peach
6.3,79,5,Peach
6.8,77,3,Peach
6.3,87,6,Peach
6.5,76,3,Peach
6.7,83,2,Peach
6.9,82,1,Peach
6.6,67,3,Peach
6.4,76,1,Peach
6.5,83,2,Peach
6.8,76,4,Peach
6.3,70,2,Peach
6.4,69,4,Peach
6.5,86,2,Peach
6.3,73,5,Peach
6.6,68,5,Peach
6.1,78,1,Peach
6.3,87,3,Peach
6.9,78,0,Peach
6.1,71,1,Peach
6.5,70,3,Peach
6.4,75,2,Peach
6.2,73,4,Peach
6.6,73,2,Peach
6.9,81,2,Peach
6.2,88,3,Peach
6.5,80,5,Peach
6.9,81,4,Peach
7,81,7,Peach
6.3,70,2,Peach
6.4,85,5,Peach
6.3,86,2,Peach
6.2,76,2,Peach
6.8,69,2,Peach
6.8,82,3,Peach
6.4,85,2,Peach
6.8,86,0,Peach
6.5,81,3,Peach
7,74,4,Peach
6.2,77,1,Peach
6.2,71,6,Peach
6.2,70,3,Peach
6.7,87,1,Peach
6.9,70,3,Peach
6.7,70,6,Peach
6.8,68,3,Peach
6.5,77,2,Peach
6.5,85,2,Peach
6.1,85,1,Peach
6.3,78,7,Peach
6.8,69,2,Peach
6.7,68,7,Peach
6.7,71,4,Peach
6.6,78,5,Peach
6.5,80,4,Peach
6.7,79,2,Peach
6.8,78,1,Peach
6.1,73,5,Peach
6.2,79,6,Peach
6.6,75,5,Peach
6.2,74,0,Peach
6.7,69,5,Peach
6.7,84,2,Peach
6.7,76,2,Peach
6.1,71,1,Peach
6.5,67,7,Peach
6.2,70,4,Peach
6.7,73,4,Peach
6.6,72,5,Peach
6.9,70,6,Peach
6.3,68,6,Peach
6.4,68,6,Peach
6.9,79,0,Peach
6.7,79,2,Peach
6.1,87,5,Peach
6.1,73,3,Peach
6.2,76,7,Peach
6.3,80,0,Peach
6.7,85,5,Peach
6.8,80,3,Peach
6.3,81,3,Peach
7,75,4,Peach
6.6,76,5,Peach
6.3,75,2,Peach
6,83,0,Peach
6.8,84,6,Peach
6.3,69,2,Peach
6.5,75,1,Peach
6.9,68,6,Peach
6.7,73,3,Peach
6.4,80,1,Peach
6.2,82,1,Peach
6.8,72,3,Peach
6.2,83,3,Peach
6.9,83,5,Peach
6.8,79,2,Peach
6.3,77,4,Peach
6.4,79,1,Peach
6.8,83,0,Peach
6.6,78,2,Peach
6.8,80,6,Peach
6.9,70,2,Peach
6.7,76,5,Peach
6.2,77,4,Peach
6.1,75,7,Peach
6.9,77,6,Peach
6.6,77,0,Peach
6.1,68,5,Peach
6,81,5,Peach
6.2,87,0,Peach
6.5,80,4,Peach
6.1,67,3,Peach
6.5,70,6,Peach
6.4,86,5,Peach
6.3,85,1,Peach
6.5,73,3,Peach
7,87,3,Peach
6.2,71,2,Peach
6.2,73,4,Peach
6.6,87,5,Peach
6.8,79,6,Peach
6.5,88,4,Peach
6.9,85,3,Peach
6.3,67,4,Peach
6,87,3,Peach
6.9,69,7,Peach
6.4,77,3,Peach
6.2,71,3,Peach
6.3,74,4,Peach
6.7,77,5,Peach
7,73,3,Peach
6.1,71,2,Peach
6.1,86,5,Peach
6.6,68,4,Peach
6.7,79,2,Peach
6.7,88,5,Peach
6.1,76,5,Peach
6,72,5,Peach
6.2,75,3,Peach
6.1,87,6,Peach
6.9,85,4,Peach
6.7,71,5,Peach
6.7,69,1,Peach
6.7,71,5,Peach
6.6,68,3,Peach
6.1,68,6,Peach
6.6,78,4,Peach
6.1,80,2,Peach
6.5,82,5,Peach
6.9,82,2,Peach
6.9,87,1,Peach
6.8,75,4,Peach
6,76,7,Peach
6.4,72,6,Peach
6.5,74,1,Peach
6.4,72,0,Peach
6.1,81,0,Peach
6.7,81,4,Peach
6.6,87,2,Peach
6.8,87,7,Peach
6.1,67,6,Peach
6.9,74,3,Peach
6.1,93,1,Pear
6,95,6,Pear
7.4,93,6,Pear
7.4,93,6,Pear
6.7,93,1,Pear
7.1,94,1,Pear
6.8,92,7,Pear
6.7,92,2,Pear
6.7,95,2,Pear
6.6,94,4,Pear
7.3,95,2,Pear
6.6,91,5,Pear
6.2,92,5,Pear
6.1,94,5,Pear
6.2,91,3,Pear
7.5,94,0,Pear
6.5,93,3,Pear
7.3,91,1,Pear
6.2,90,4,Pear
6.5,91,2,Pear
6.1,90,4,Pear
6.9,90,0,Pear
7,92,2,Pear
6.8,91,2,Pear
7.4,91,2,Pear
7.1,91,4,Pear
6.6,94,1,Pear
6,91,2,Pear
7,91,4,Pear
7.2,92,2,Pear
7.4,90,2,Pear
6.7,91,6,Pear
6.1,92,5,Pear
6,94,2,Pear
6.7,94,3,Pear
6.6,92,3,Pear
7,95,5,Pear
7.4,93,4,Pear
7,93,5,Pear
7.2,93,6,Pear
6.7,92,2,Pear
7.5,91,6,Pear
7.3,90,0,Pear
6.9,93,6,Pear
7.5,91,6,Pear
7.3,93,2,Pear
7.2,91,1,Pear
6.8,92,3,Pear
7.5,95,1,Pear
6.8,90,3,Pear
6.5,93,4,Pear
7.2,93,7,Pear
7.2,94,7,Pear
7.4,90,6,Pear
6.7,92,5,Pear
6.9,94,1,Pear
7,95,3,Pear
6.3,91,4,Pear
6.2,95,6,Pear
6.7,93,6,Pear
6.3,95,3,Pear
6.1,94,6,Pear
7.1,94,1,Pear
7.1,93,6,Pear
7.3,91,2,Pear
6.6,94,2,Pear
6.2,94,7,Pear
6.8,94,4,Pear
7,93,3,Pear
6.4,95,6,Pear
6.9,90,2,Pear
7.3,91,1,Pear
6.8,95,6,Pear
7.1,91,7,Pear
6.8,92,7,Pear
6.3,91,0,Pear
7.3,93,6,Pear
6.1,95,4,Pear
6.7,93,5,Pear
7.2,95,6,Pear
7.2,93,4,Pear
6.1,94,7,Pear
7,94,4,Pear
6.1,92,3,Pear
6.7,94,5,Pear
6.9,95,1,Pear
6.3,94,5,Pear
6.2,93,3,Pear
6.6,91,2,Pear
6.2,92,3,Pear
7,95,4,Pear
7,94,1,Pear
7.1,92,1,Pear
6.7,94,1,Pear
6,91,3,Pear
6.3,92,6,Pear
6.6,93,1,Pear
6.8,92,3,Pear
6.4,93,4,Pear
6.8,91,1,Pear
6.8,92,4,Pear
6.8,95,2,Pear
7.4,92,1,Pear
7.4,92,6,Pear
7.3,93,3,Pear
6.2,90,1,Pear
6.3,91,1,Pear
7.5,94,7,Pear
7.5,92,3,Pear
7.2,94,2,Pear
7.1,94,1,Pear
6.3,93,6,Pear
7.2,93,4,Pear
7.2,92,3,Pear
7,93,1,Pear
6.6,93,1,Pear
7.4,95,1,Pear
6,94,3,Pear
6.6,93,7,Pear
6.2,93,5,Pear
7,93,5,Pear
7.2,94,7,Pear
6.9,93,2,Pear
6.8,90,6,Pear
6.9,91,6,Pear
6.8,91,5,Pear
6.5,93,5,Pear
6.3,93,6,Pear
6.5,92,7,Pear
7.3,91,6,Pear
7,95,5,Pear
6.4,91,1,Pear
6.1,95,5,Pear
6.7,92,5,Pear
6.7,93,3,Pear
6.7,90,3,Pear
6.9,90,1,Pear
6.5,94,4,Pear
6.3,92,4,Pear
6.6,92,0,Pear
7.3,93,6,Pear
6.1,90,2,Pear
6.4,92,7,Pear
6.7,92,7,Pear
6,92,3,Pear
6.6,92,6,Pear
7.1,91,7,Pear
6.4,95,4,Pear
6.4,91,4,Pear
6.5,93,1,Pear
6.3,90,3,Pear
6.2,91,4,Pear
7.2,90,3,Pear
6.8,92,2,Pear
7.5,93,2,Pear
7.4,91,5,Pear
7.3,90,1,Pear
7.4,95,6,Pear
7.3,93,4,Pear
7.5,92,6,Pear
6.2,91,6,Pear
6.4,94,4,Pear
6.6,93,4,Pear
6.6,94,1,Pear
6.4,93,7,Pear
6.3,94,5,Pear
7.1,93,2,Pear
6.8,93,2,Pear
6.5,95,6,Pear
7.2,93,0,Pear
7.4,93,1,Pear
6.4,95,0,Pear
6.8,91,3,Pear
7.3,94,0,Pear
6.2,94,6,Pear
7.4,90,3,Pear
7.4,95,0,Pear
6.2,92,5,Pear
7,90,5,Pear
7.3,95,6,Pear
6.3,92,2,Pear
6.6,90,0,Pear
6.3,93,6,Pear
7,93,5,Pear
6.1,91,5,Pear
6.4,91,6,Pear
6.5,92,1,Pear
6.6,94,4,Pear
6.1,94,1,Pear
6.2,92,4,Pear
7,93,6,Pear
7.4,93,0,Pear
7.3,90,3,Pear
7.1,92,1,Pear
6.9,95,5,Pear
6.4,91,5,Pear
7.3,95,3,Pear
6.7,94,4,Pear
6.4,95,5,Pear
6.2,91,2,Pear
6.5,92,5,Pear
7.1,95,2,Pear
6.5,92,0,Pear
7.1,95,7,Pear
7.3,94,4,Pear
6.8,95,6,Pear
7.4,93,2,Pear
6.7,90,0,Pear
6.7,90,1,Pear
6.7,92,2,Pear
6.8,93,1,Pear
7,90,1,Pear
6.7,91,3,Pear
7.1,92,4,Pear
6.5,93,4,Pear
6.8,91,4,Pear
6.6,94,6,Pear
7.5,93,6,Pear
7.2,92,2,Pear
7,95,3,Pear
6.4,93,4,Pear
7.3,90,6,Pear
6.6,94,4,Pear
7.5,95,5,Pear
6.8,94,4,Pear
6.1,95,6,Pear
6.5,91,4,Pear
6.7,93,4,Pear
6.9,94,6,Pear
6.8,92,4,Pear
6.8,93,7,Pear
6.1,93,3,Pear
7.2,90,2,Pear
6.3,92,4,Pear
6.5,95,3,Pear
6.3,94,4,Pear
7.2,93,6,Pear
6.7,94,2,Pear
6.2,94,0,Pear
7,91,7,Pear
7.4,90,0,Pear
6.9,94,4,Pear
6.4,93,3,Pear
7.5,92,6,Pear
6.2,92,5,Pear
7.3,92,3,Pear
7.3,93,0,Pear
6.2,92,3,Pear
6.6,94,0,Pear
6.8,94,4,Pear
6.8,93,5,Pear
6.2,91,6,Pear
6.8,94,4,Pear
6.2,91,5,Pear
6.1,93,5,Pear
7.1,95,2,Pear
7.2,94,7,Pear
6.2,93,6,Pear
6.2,92,5,Pear
6.4,95,3,Pear
7.3,91,5,Pear
7.2,93,3,Pear
6.9,95,6,Pear
6.8,94,5,Pear
7.1,94,4,Pear
6.7,94,3,Pear
6.3,91,6,Pear
6.9,91,2,Pear
6,93,1,Pear
7.4,92,4,Pear
6.5,95,5,Pear
6.2,90,1,Pear
6.3,93,6,Pear
6.2,94,4,Pear
7.3,91,3,Pear
6.1,91,7,Pear
7,93,1,Pear
6.9,91,1,Pear
6.7,91,3,Pear
7.3,92,6,Pear
6.5,91,4,Pear
7,90,7,Pear
6.9,92,2,Pear
6.2,94,6,Pear
6.8,92,6,Pear
6.6,91,2,Pear
6.6,91,2,Pear
6.6,93,6,Pear
6.2,94,1,Pear
6.9,92,4,Pear
6.3,94,3,Pear
7.2,93,3,Pear
6.1,94,0,Pear
7,95,6,Pear
6.4,92,4,Pear
6.7,94,5,Pear
7.5,92,2,Pear
6.9,91,6,Pear
7.4,94,2,Pear
6.3,91,1,Pear
7.1,93,0,Pear
6.3,91,5,Pear
7.3,93,1,Pear
6,92,1,Pear
7.5,90,4,Pear
6.9,95,4,Pear
6.5,91,5,Pear
6.9,91,4,Pear
7.4,92,1,Pear
6,91,7,Pear
6.6,94,3,Pear
6.3,92,3,Pear
6,93,3,Pear
6.8,93,5,Pear
6.8,92,3,Pear
6.3,95,7,Pear
6.7,92,5,Pear
7.4,92,2,Pear
7.3,93,3,Pear
7.5,91,4,Pear
6.4,90,3,Pear
6.3,93,5,Pear
7.2,94,2,Pear
7.3,90,7,Pear
6.3,92,5,Pear
6.3,92,6,Pear
6.1,91,6,Pear
6.5,93,1,Pear
6.6,92,5,Pear
7,90,4,Pear
7.5,92,1,Pear
6.1,92,5,Pear
6.1,91,6,Pear
7.3,91,1,Pear
7.4,90,5,Pear
7.2,92,5,Pear
6.8,94,2,Pear
6.1,94,5,Pear
6.5,91,2,Pear
6.4,92,7,Pear
6.1,95,2,Pear
7.3,92,6,Pear
6.2,92,4,Pear
7,91,5,Pear
6,92,6,Pear
6.2,92,3,Pear
7.4,92,1,Pear
7,95,1,Pear
6.8,91,3,Pear
7.5,92,3,Pear
7.2,93,3,Pear
6.7,94,5,Pear
6.1,92,0,Pear
6.8,95,2,Pear
6.8,95,7,Pear
7.4,92,5,Pear
6.7,91,1,Pear
6.9,92,2,Pear
6.4,91,4,Pear
7,94,7,Pear
6.1,94,1,Pear
6.3,90,4,Pear
6.8,92,7,Pear
6.5,90,3,Pear
6.3,92,7,Pear
7.3,94,5,Pear
7.2,95,6,Pear
6.2,90,6,Pear
6.5,94,5,Pear
7.2,94,4,Pear
7.4,91,0,Pear
6,92,0,Pear
6.8,91,2,Pear
6.9,93,1,Pear
7.5,94,1,Pear
6.6,92,3,Pear
6,95,7,Pear
6.2,90,2,Pear
6.4,91,4,Pear
6.3,92,0,Pear
6.8,95,0,Pear
7.3,95,4,Pear
6.5,93,3,Pear
6.9,93,1,Pear
7.3,94,7,Pear
7.4,95,7,Pear
6.9,91,4,Pear
6.9,94,6,Pear
7.1,94,7,Pear
6.6,91,7,Pear
6.9,92,3,Pear
7.2,90,5,Pear
6.9,91,2,Pear
6.2,93,0,Pear
6.1,94,2,Pear
7,92,6,Pear
6.8,91,4,Pear
6.9,91,4,Pear
6.7,94,1,Pear
6.6,93,7,Pear
6.9,93,3,Pear
6.8,90,6,Pear
7.1,91,5,Pear
7.3,92,7,Pear
7.4,92,4,Pear
7.1,95,4,Pear
6.5,91,7,Pear
6.7,90,5,Pear
6.3,91,4,Pear
7,92,1,Pear
6.7,93,3,Pear
7.3,94,5,Pear
6.1,93,6,Pear
6.7,94,4,Pear
7.4,94,7,Pear
7,93,5,Pear
6.3,91,1,Pear
6.1,90,2,Pear
7.2,93,6,Pear
7.2,94,4,Pear
7.5,94,3,Pear
6.8,90,4,Pear
6.9,92,6,Pear
7.3,91,3,Pear
6,95,7,Pear
6.7,94,2,Pear
6.7,93,5,Pear
6.9,91,3,Pear
7.2,95,2,Pear
7.5,91,1,Pear
6.9,93,4,Pear
7,91,4,Pear
6.5,94,5,Pear
7.2,93,4,Pear
7.4,95,6,Pear
7.1,93,1,Pear
6.6,91,6,Pear
6.4,95,4,Pear
7.1,95,1,Pear
7.4,92,2,Pear
6.4,91,4,Pear
7.1,94,1,Pear
6.8,92,5,Pear
6.8,92,4,Pear
6.5,92,5,Pear
7.2,93,1,Pear
6.5,91,4,Pear
6.6,94,6,Pear
7.3,90,4,Pear
7.4,92,1,Pear
7.4,90,7,Pear
7.3,91,6,Pear
6.5,91,6,Pear
7.4,95,2,Pear
6.9,91,4,Pear
6.4,91,2,Pear
7.4,91,6,Pear
6.5,93,4,Pear
6.4,92,1,Pear
6.1,92,4,Pear
7.1,94,3,Pear
7,92,1,Pear
6.6,92,0,Pear
6.5,90,1,Pear
6.5,90,3,Pear
6.9,95,1,Pear
6.2,91,3,Pear
7.1,91,6,Pear
6.1,92,3,Pear
6.8,92,5,Pear
6.5,94,2,Pear
6.7,93,2,Pear
7,94,5,Pear
6.1,94,6,Pear
6,91,3,Pear
6.2,93,2,Pear
6.3,94,4,Pear
6.4,91,5,Pear
6.3,93,5,Pear
6,94,7,Pear
7.1,91,5,Pear
6.9,94,0,Pear
6.2,94,4,Pear
7.3,92,4,Pear
6.8,94,6,Pear
6.4,92,3,Pear
6.8,92,4,Pear
6.9,94,4,Pear
6.1,91,1,Pear
6.1,94,2,Pear
6.7,92,1,Pear
6.2,90,3,Pear
7.2,92,7,Pear
7.3,92,1,Pear
7.2,92,4,Pear
6.3,91,4,Pear
6.8,93,5,Pear
6.7,92,2,Pear
6.5,95,5,Pear
7.2,95,4,Pear
6.3,91,34,Plum
6.8,94,35,Plum
6,90,54,Plum
8,92,62,Plum
7.5,94,61,Plum
7.5,94,28,Plum
8.2,93,26,Plum
8.7,94,33,Plum
6.3,91,57,Plum
6.3,94,43,Plum
7.9,94,30,Plum
7.2,93,33,Plum
6.4,91,52,Plum
8.2,95,54,Plum
7.3,92,54,Plum
7.8,91,26,Plum
8.3,91,25,Plum
6.6,90,37,Plum
7.1,93,38,Plum
8.6,94,34,Plum
8.7,92,27,Plum
8.1,91,43,Plum
7.7,92,52,Plum
8.8,95,40,Plum
7.9,94,52,Plum
8.1,94,64,Plum
7,91,54,Plum
7.4,95,63,Plum
6.6,93,34,Plum
6.3,92,48,Plum
7.7,95,32,Plum
7.7,91,31,Plum
8.2,94,52,Plum
8.5,92,28,Plum
7.1,95,45,Plum
7.3,91,36,Plum
8.6,95,52,Plum
8.2,92,32,Plum
7.6,91,59,Plum
6.2,90,43,Plum
6.4,91,36,Plum
8.3,94,51,Plum
8.1,91,54,Plum
8.3,91,51,Plum
7.2,91,43,Plum
7.8,92,39,Plum
7.1,91,65,Plum
8.1,92,43,Plum
7.5,91,37,Plum
8.7,91,54,Plum
6.4,93,48,Plum
6.3,92,64,Plum
8.3,93,41,Plum
8.1,92,43,Plum
8.1,91,30,Plum
7.4,91,58,Plum
7.4,90,38,Plum
6,90,63,Plum
8.2,93,36,Plum
8.2,93,37,Plum
7.3,93,59,Plum
6.1,90,48,Plum
8.6,94,58,Plum
6.5,92,47,Plum
6,90,55,Plum
8.5,94,28,Plum
6.9,92,50,Plum
7.3,90,38,Plum
7.2,95,50,Plum
6,91,42,Plum
8.6,91,51,Plum
8.4,93,27,Plum
6.1,92,49,Plum
7.3,91,43,Plum
7,91,56,Plum
6.1,94,47,Plum
7.6,91,31,Plum
6.2,92,42,Plum
6.3,92,61,Plum
6.1,93,37,Plum
7.9,95,31,Plum
7.8,91,29,Plum
6.7,91,42,Plum
8.2,93,46,Plum
7.5,92,49,Plum
8.3,94,40,Plum
8.5,94,47,Plum
8.2,92,40,Plum
6.6,94,55,Plum
7.6,90,35,Plum
8.5,91,57,Plum
7,93,32,Plum
7.1,93,26,Plum
7.3,92,58,Plum
8.7,93,34,Plum
7.9,91,34,Plum
8.1,93,26,Plum
6.8,92,38,Plum
7.2,95,43,Plum
6.5,93,58,Plum
6.3,90,50,Plum
7.2,91,47,Plum
7,93,50,Plum
8.2,95,57,Plum
7.9,93,41,Plum
8.7,91,52,Plum
7.5,94,40,Plum
6.7,95,35,Plum
6.8,93,54,Plum
8.2,94,38,Plum
6.6,91,32,Plum
8.1,94,46,Plum
6.8,93,27,Plum
7.6,90,48,Plum
7.2,93,60,Plum
8.8,94,55,Plum
7.5,93,53,Plum
8,93,58,Plum
6.3,93,39,Plum
8.8,90,43,Plum
6,94,31,Plum
8.4,91,38,Plum
6.7,94,57,Plum
8.6,94,44,Plum
