Id,SoilPh,RelativeHumidity,SoilTemperature,Vegetable
3470,6.7,61,23,Onion
3471,6.8,67,16,Onion
3472,6.3,70,16,Onion
3473,6,61,17,Onion
3474,6.2,70,14,Onion
3475,6.2,64,21,Onion
3476,6.4,60,15,Onion
3477,6.6,64,14,Onion
3478,6.4,65,22,Onion
3479,6.7,68,18,Onion
3480,6.2,64,13,Onion
3481,6.8,67,15,Onion
3482,6.5,60,14,Onion
3483,6.9,68,21,Onion
3484,6.6,69,21,Onion
3485,6.2,65,23,Onion
3486,6.1,68,21,Onion
3487,6.8,62,15,Onion
3488,6.8,67,16,Onion
3489,6.6,61,17,Onion
3490,6.3,65,22,Onion
3491,6,70,21,Onion
3492,7,65,12,Onion
3493,6.1,68,14,Onion
3494,6.4,65,13,Onion
3495,6.6,68,20,Onion
3496,6.2,66,22,Onion
3497,6.9,68,15,Onion
3498,6.4,62,21,Onion
3499,6.4,69,17,Onion
3500,6.2,64,18,Onion
3501,6.8,91,1,Parsley
3502,5.1,92,1,Parsley
3503,6.3,90,3,Parsley
3504,6.5,93,1,Parsley
3505,5.4,94,1,Parsley
3506,5.7,95,2,Parsley
3507,6.7,90,1,Parsley
3508,6.8,91,1,Parsley
3509,6.3,91,2,Parsley
3510,5.4,91,2,Parsley
3511,6.3,93,3,Parsley
3512,5.9,92,0,Parsley
3513,6.7,92,1,Parsley
3514,6.2,91,2,Parsley
3515,5.2,95,1,Parsley
3516,5,94,2,Parsley
3517,6.1,94,2,Parsley
3518,5.7,94,0,Parsley
3519,5.5,94,1,Parsley
3520,5.4,92,2,Parsley
3521,5.9,92,3,Parsley
3522,5.5,95,2,Parsley
3523,6.3,92,2,Parsley
3524,6,93,2,Parsley
3525,6.1,93,2,Parsley
3526,6.1,92,2,Parsley
3527,6.4,93,1,Parsley
3528,5.9,92,2,Parsley
3529,6.8,91,2,Parsley
3530,5.8,92,2,Parsley
3531,5.1,91,2,Parsley
3532,6.6,91,1,Parsley
3533,6.4,92,2,Parsley
3534,5.1,90,2,Parsley
3535,6.8,95,0,Parsley
3536,6,95,2,Parsley
3537,5.5,92,1,Parsley
3538,5.8,92,1,Parsley
3539,5.3,93,0,Parsley
3540,5.2,92,1,Parsley
3541,6.5,93,1,Parsley
3542,6.8,94,1,Parsley
3543,6.9,90,1,Parsley
3544,6.8,93,2,Parsley
3545,6.8,91,3,Parsley
3546,7,91,1,Parsley
3547,6.7,95,1,Parsley
3548,6.6,91,2,Parsley
3549,6.7,91,1,Parsley
3550,5.2,92,3,Parsley
3551,5,92,1,Parsley
3552,5.5,94,1,Parsley
3553,5.6,94,0,Parsley
3554,5.9,95,0,Parsley
3555,5,92,2,Parsley
3556,5.1,91,0,Parsley
3557,6.7,90,0,Parsley
3558,6.1,90,3,Parsley
3559,5.8,94,1,Parsley
3560,6.5,91,3,Parsley
3561,5.8,92,2,Parsley
3562,6.7,94,2,Parsley
3563,5.5,91,2,Parsley
3564,6.5,92,1,Parsley
3565,6.9,91,2,Parsley
3566,6.1,95,2,Parsley
3567,6.7,93,0,Parsley
3568,5.9,90,1,Parsley
3569,5.3,91,2,Parsley
3570,5.4,92,2,Parsley
3571,5.9,94,2,Parsley
3572,6.4,92,1,Parsley
3573,6.8,94,2,Parsley
3574,6.7,92,0,Parsley
3575,6.2,90,1,Parsley
3576,5.3,94,2,Parsley
3577,5.8,95,0,Parsley
3578,7,94,1,Parsley
3579,6.1,92,3,Parsley
3580,6.8,92,0,Parsley
3581,6,90,2,Parsley
3582,6.9,93,1,Parsley
3583,6.5,93,3,Parsley
3584,6.6,94,2,Parsley
3585,6.6,93,1,Parsley
3586,5.2,91,2,Parsley
3587,6.2,94,1,Parsley
3588,5.9,92,3,Parsley
3589,6.2,90,1,Parsley
3590,5.2,93,1,Parsley
3591,5.9,94,2,Parsley
3592,5.6,91,0,Parsley
3593,5.7,90,3,Parsley
3594,6.1,94,2,Parsley
3595,5.6,92,2,Parsley
3596,6.7,94,2,Parsley
3597,6,91,1,Parsley
3598,5.6,93,1,Parsley
3599,6.6,93,2,Parsley
3600,6.7,91,3,Parsley
3601,6.6,94,1,Parsley
3602,6.4,90,1,Parsley
3603,5.5,93,1,Parsley
3604,6.7,95,1,Parsley
3605,6.8,91,0,Parsley
3606,5.4,93,2,Parsley
3607,5.3,94,1,Parsley
3608,6.1,93,1,Parsley
3609,5.3,91,0,Parsley
3610,5.4,93,3,Parsley
3611,5.2,92,1,Parsley
3612,6.2,94,2,Parsley
3613,7,92,1,Parsley
3614,6,93,1,Parsley
3615,5.8,92,1,Parsley
3616,6.5,95,2,Parsley
3617,5.6,95,1,Parsley
3618,6.6,91,2,Parsley
3619,6,94,0,Parsley
3620,7,93,2,Parsley
3621,5.8,94,0,Parsley
3622,6.7,90,2,Parsley
3623,6.6,92,3,Parsley
3624,6.4,93,1,Parsley
3625,6.5,94,1,Parsley
3626,7,94,2,Parsley
3627,5.7,94,2,Parsley
3628,5,90,2,Parsley
3629,5.9,91,1,Parsley
3630,5.4,93,2,Parsley
3631,5.6,95,0,Parsley
3632,6.7,90,2,Parsley
3633,5.5,95,2,Parsley
3634,5.3,92,1,Parsley
3635,5.8,94,1,Parsley
3636,6.5,93,3,Parsley
3637,6.8,92,2,Parsley
3638,6.8,93,3,Parsley
3639,5.5,90,2,Parsley
3640,6.7,92,2,Parsley
3641,6.4,92,1,Parsley
3642,6.9,93,1,Parsley
3643,5.2,91,2,Parsley
3644,7,94,2,Parsley
3645,6.4,90,1,Parsley
3646,5.1,94,1,Parsley
3647,5.4,92,3,Parsley
3648,6.2,91,2,Parsley
3649,6.6,90,1,Parsley
3650,5.4,93,3,Parsley
3651,7,90,3,Parsley
3652,6.7,92,1,Parsley
3653,5.5,94,1,Parsley
3654,6.2,94,1,Parsley
3655,5.1,90,1,Parsley
3656,6.1,91,2,Parsley
3657,6.7,93,3,Parsley
3658,5.3,93,3,Parsley
3659,5.4,93,2,Parsley
3660,6.9,90,2,Parsley
3661,6.7,92,2,Parsley
3662,6.2,94,1,Parsley
3663,5.6,91,3,Parsley
3664,5.7,92,3,Parsley
3665,5.8,92,2,Parsley
3666,6.3,90,3,Parsley
3667,6.8,90,1,Parsley
3668,5.2,93,0,Parsley
3669,6.7,95,2,Parsley
3670,5.2,93,3,Parsley
3671,5.2,90,2,Parsley
3672,6.6,93,1,Parsley
3673,6.9,94,0,Parsley
3674,6.1,93,2,Parsley
3675,6.4,92,2,Parsley
3676,6.2,93,1,Parsley
3677,5.8,92,2,Parsley
3678,6.2,95,0,Parsley
3679,6.2,93,2,Parsley
3680,6.2,91,0,Parsley
3681,5.6,95,3,Parsley
3682,7,95,2,Parsley
3683,6.3,93,2,Parsley
3684,6.1,93,1,Parsley
3685,5.1,92,3,Parsley
3686,5.6,94,1,Parsley
3687,6.9,94,3,Parsley
3688,6.2,92,3,Parsley
3689,6.9,91,3,Parsley
3690,6.6,94,0,Parsley
3691,5.5,93,1,Parsley
3692,5.5,91,2,Parsley
3693,6.9,92,3,Parsley
3694,5.3,91,2,Parsley
3695,5.6,91,3,Parsley
3696,6.4,95,1,Parsley
3697,5.4,91,1,Parsley
3698,5.5,94,3,Parsley
3699,5.2,91,1,Parsley
3700,6,91,1,Parsley
3701,6.3,93,2,Parsley
3702,6.7,95,3,Parsley
3703,5.9,93,1,Parsley
3704,7,91,0,Parsley
3705,5.9,93,1,Parsley
3706,6.7,95,0,Parsley
3707,5.3,94,1,Parsley
3708,5.3,94,0,Parsley
3709,6.6,94,2,Parsley
3710,6,93,2,Parsley
3711,5.9,94,0,Parsley
3712,5.3,91,2,Parsley
3713,5.8,91,1,Parsley
3714,5.3,92,3,Parsley
3715,6.1,93,0,Parsley
3716,6.2,92,1,Parsley
3717,5.1,92,1,Parsley
3718,5.6,93,1,Parsley
3719,6.3,91,2,Parsley
3720,5.4,93,1,Parsley
3721,5.4,92,1,Parsley
3722,5.7,95,2,Parsley
3723,6.5,93,2,Parsley
3724,5.8,94,1,Parsley
3725,6.4,94,1,Parsley
3726,5.3,94,0,Parsley
3727,6.4,92,2,Parsley
3728,5.5,91,2,Parsley
3729,6.5,94,2,Parsley
3730,6.9,90,1,Parsley
3731,6.2,94,1,Parsley
3732,5.8,91,0,Parsley
3733,5.1,93,1,Parsley
3734,6.6,91,3,Parsley
3735,6,90,2,Parsley
3736,5.3,94,2,Parsley
3737,5.6,90,2,Parsley
3738,5.3,94,1,Parsley
3739,5.1,94,0,Parsley
3740,6.3,90,2,Parsley
3741,6.6,92,2,Parsley
3742,5,91,1,Parsley
3743,6.2,93,2,Parsley
3744,5,90,3,Parsley
3745,5.6,90,0,Parsley
3746,5.8,92,2,Parsley
3747,5.4,94,1,Parsley
3748,5.8,94,1,Parsley
3749,6.4,94,2,Parsley
3750,5,92,1,Parsley
3751,5.1,93,1,Parsley
3752,6.7,95,3,Parsley
3753,5.4,90,0,Parsley
3754,5.3,92,0,Parsley
3755,6.1,92,2,Parsley
3756,6.1,92,1,Parsley
3757,5.1,93,2,Parsley
3758,6.2,92,3,Parsley
3759,5.7,90,2,Parsley
3760,5.3,92,1,Parsley
3761,5.5,91,2,Parsley
3762,6,94,1,Parsley
3763,5.2,94,2,Parsley
3764,5.8,94,0,Parsley
3765,6.7,92,1,Parsley
3766,6.8,91,1,Parsley
3767,5.7,93,3,Parsley
3768,5.9,91,2,Parsley
3769,5.8,90,3,Parsley
3770,6.8,95,2,Parsley
3771,6.8,92,1,Parsley
3772,5.5,92,3,Parsley
3773,5.9,92,0,Parsley
3774,5.3,94,1,Parsley
3775,5.9,92,1,Parsley
3776,5.4,95,1,Parsley
3777,6.7,94,2,Parsley
3778,6.5,93,3,Parsley
3779,5.7,91,2,Parsley
3780,5.4,95,1,Parsley
3781,5.1,94,2,Parsley
3782,5.3,93,2,Parsley
3783,6.1,93,3,Parsley
3784,6.5,94,0,Parsley
3785,5.8,91,2,Parsley
3786,5.4,90,1,Parsley
3787,5.9,93,1,Parsley
3788,6.4,93,0,Parsley
3789,5.1,95,2,Parsley
3790,5.8,94,2,Parsley
3791,5,94,1,Parsley
3792,6.9,90,0,Parsley
3793,6.9,94,0,Parsley
3794,5.4,92,1,Parsley
3795,5.8,92,1,Parsley
3796,6.9,92,2,Parsley
3797,5.5,94,1,Parsley
3798,6.4,93,3,Parsley
3799,6.4,92,2,Parsley
3800,6.3,91,2,Parsley
3801,5.7,90,1,Parsley
3802,5,92,2,Parsley
3803,5.7,95,1,Parsley
3804,5.4,92,1,Parsley
3805,5.7,91,2,Parsley
3806,6.5,91,0,Parsley
3807,6,92,1,Parsley
3808,5.7,92,1,Parsley
3809,5.5,92,0,Parsley
3810,5.3,94,3,Parsley
3811,5.6,94,2,Parsley
3812,5.4,91,2,Parsley
3813,5.7,90,2,Parsley
3814,6.1,95,0,Parsley
3815,6.2,91,3,Parsley
3816,6,91,3,Parsley
3817,5.2,94,1,Parsley
3818,5.8,92,3,Parsley
3819,5.9,91,2,Parsley
3820,6.6,92,2,Parsley
3821,5.4,91,1,Parsley
3822,5.1,91,1,Parsley
3823,6,92,2,Parsley
3824,6.7,91,3,Parsley
3825,6.5,93,1,Parsley
3826,6.6,93,0,Parsley
3827,6.1,92,1,Parsley
3828,6.9,93,1,Parsley
3829,6,94,0,Parsley
3830,5.7,92,1,Parsley
3831,5.2,90,1,Parsley
3832,6.6,90,0,Parsley
3833,6.7,94,1,Parsley
3834,6.3,94,3,Parsley
3835,5.3,92,1,Parsley
3836,5.9,93,1,Parsley
3837,5.5,93,2,Parsley
3838,6,92,2,Parsley
3839,6.5,92,2,Parsley
3840,6.5,90,1,Parsley
3841,6.5,94,2,Parsley
3842,6.2,92,0,Parsley
3843,5.5,93,3,Parsley
3844,5,92,3,Parsley
3845,6.7,92,2,Parsley
3846,6.5,94,2,Parsley
3847,6.5,91,0,Parsley
3848,5.2,94,2,Parsley
3849,5.2,91,1,Parsley
3850,6.7,93,1,Parsley
3851,6.1,92,1,Parsley
3852,6.8,93,1,Parsley
3853,5.2,92,1,Parsley
3854,5.5,91,2,Parsley
3855,6,93,1,Parsley
3856,5.6,92,1,Parsley
3857,6.1,95,2,Parsley
3858,6.2,93,0,Parsley
3859,6.6,92,2,Parsley
3860,6.3,92,3,Parsley
3861,6.7,93,0,Parsley
3862,5,93,3,Parsley
3863,6.3,93,1,Parsley
3864,6.6,95,2,Parsley
3865,6.1,94,2,Parsley
3866,6,91,1,Parsley
3867,5.5,92,1,Parsley
3868,6.7,94,2,Parsley
3869,6.2,95,2,Parsley
3870,5.2,92,1,Parsley
3871,5.8,94,0,Parsley
3872,6,95,2,Parsley
3873,5.9,90,0,Parsley
3874,5,90,1,Parsley
3875,6.2,91,2,Parsley
3876,6.4,93,1,Parsley
3877,5.9,94,1,Parsley
3878,5.1,92,1,Parsley
3879,5.2,93,3,Parsley
3880,6.8,93,1,Parsley
3881,5.4,93,2,Parsley
3882,7,93,2,Parsley
3883,6.5,94,2,Parsley
3884,5.8,93,1,Parsley
3885,5.8,94,2,Parsley
3886,5.2,93,2,Parsley
3887,5.3,92,0,Parsley
3888,5.6,92,1,Parsley
3889,5.8,91,1,Parsley
3890,6.5,92,2,Parsley
3891,6.7,92,2,Parsley
3892,5.1,93,1,Parsley
3893,5.2,93,2,Parsley
3894,6.3,91,0,Parsley
3895,6.7,92,1,Parsley
3896,6.8,93,1,Parsley
3897,5.6,90,1,Parsley
3898,6.8,93,2,Parsley
3899,6,93,1,Parsley
3900,5.1,91,2,Parsley
3901,6.8,94,3,Parsley
3902,5.1,92,1,Parsley
3903,6,93,1,Parsley
3904,5.3,93,2,Parsley
3905,7,93,2,Parsley
3906,5.1,94,3,Parsley
3907,5.2,92,1,Parsley
3908,5.3,94,2,Parsley
3909,6.1,92,0,Parsley
3910,5.4,91,1,Parsley
3911,5.7,90,1,Parsley
3912,6,91,1,Parsley
3913,6.2,90,2,Parsley
3914,5,93,3,Parsley
3915,6.2,93,2,Parsley
3916,6.5,94,0,Parsley
3917,6.3,91,2,Parsley
3918,6.4,93,3,Parsley
3919,5.1,92,1,Parsley
3920,6.6,93,2,Parsley
3921,6.6,90,0,Parsley
3922,5.6,94,0,Parsley
3923,5,94,2,Parsley
3924,6.6,93,2,Parsley
3925,5.9,90,3,Parsley
3926,5.6,91,2,Parsley
3927,6.2,93,0,Parsley
3928,6.6,90,3,Parsley
3929,6.6,91,2,Parsley
3930,5.6,92,1,Parsley
3931,5.1,90,2,Parsley
3932,7,93,2,Parsley
3933,5.3,91,0,Parsley
3934,5.1,94,2,Parsley
3935,6,91,1,Parsley
3936,5.5,91,0,Parsley
3937,6.7,93,3,Parsley
3938,5.8,92,3,Parsley
3939,5.5,95,1,Parsley
3940,5.1,90,0,Parsley
3941,5.8,92,1,Parsley
3942,5.7,93,1,Parsley
3943,5.9,95,0,Parsley
3944,5.3,94,3,Parsley
3945,6.7,92,0,Parsley
3946,5.3,92,3,Parsley
3947,7,91,2,Parsley
3948,6.9,90,2,Parsley
3949,6.7,91,3,Parsley
3950,5.2,93,3,Parsley
3951,6.8,91,0,Parsley
3952,6.4,94,2,Parsley
3953,5.9,95,0,Parsley
3954,5,91,1,Parsley
3955,6.8,91,0,Parsley
3956,6.9,93,0,Parsley
3957,6.6,94,1,Parsley
3958,6.8,93,2,Parsley
3959,5.1,94,1,Parsley
3960,6.8,94,1,Parsley
3961,5.5,94,2,Parsley
3962,6.3,94,1,Parsley
3963,5.6,91,0,Parsley
3964,5.6,91,0,Parsley
3965,5.6,92,3,Parsley
3966,5.5,95,0,Parsley
3967,5.9,93,2,Parsley
3968,5.7,92,3,Parsley
3969,6.5,91,3,Parsley
3970,6.3,92,2,Parsley
3971,5.1,92,1,Parsley
3972,6.6,93,3,Parsley
3973,5.1,93,0,Parsley
3974,6.7,94,0,Parsley
3975,6.5,93,1,Parsley
3976,5.2,91,1,Parsley
3977,5.7,91,1,Parsley
3978,6.6,91,2,Parsley
3979,5.8,94,1,Parsley
3980,6.2,92,1,Parsley
3981,6.2,95,2,Parsley
3982,5.6,91,2,Parsley
3983,5.1,92,2,Parsley
3984,6.4,94,2,Parsley
3985,5.8,95,2,Parsley
3986,6,92,1,Parsley
3987,6.2,90,1,Parsley
3988,5,93,2,Parsley
3989,6.4,92,2,Parsley
3990,5.4,93,0,Parsley
3991,5.2,91,2,Parsley
3992,6.5,91,2,Parsley
3993,5.7,91,3,Parsley
3994,6.5,92,1,Parsley
3995,6.3,93,2,Parsley
3996,6.7,92,0,Parsley
3997,5.4,95,1,Parsley
3998,6.4,91,3,Parsley
3999,6.5,94,0,Parsley
4000,5.5,93,3,Parsley
4001,7.3,60,15,Pea
4002,6.1,64,16,Pea
4003,7.1,62,20,Pea
4004,7.2,61,18,Pea
4005,7.2,62,14,Pea
4006,6.4,63,13,Pea
4007,6.4,64,13,Pea
4008,7,61,16,Pea
4009,7.4,63,17,Pea
4010,7,63,17,Pea
4011,6.1,60,21,Pea
4012,6.1,65,18,Pea
4013,6.2,64,18,Pea
4014,6.6,65,16,Pea
4015,6.6,61,16,Pea
4016,6.3,62,14,Pea
4017,6.3,63,14,Pea
4018,7.5,63,14,Pea
4019,6.6,61,14,Pea
4020,7.3,65,14,Pea
4021,6.5,60,14,Pea
4022,6,60,12,Pea
4023,6.4,64,12,Pea
4024,6.8,61,21,Pea
4025,6.2,61,19,Pea
4026,6,65,17,Pea
4027,7.1,64,19,Pea
4028,7,63,18,Pea
4029,6.8,63,16,Pea
4030,7.3,65,18,Pea
4031,7.3,62,20,Pea
4032,6.9,60,18,Pea
4033,6.3,61,17,Pea
4034,6.5,63,13,Pea
4035,7.2,62,19,Pea
4036,7.5,63,13,Pea
4037,6.5,64,14,Pea
4038,7.2,63,19,Pea
4039,7.1,63,20,Pea
4040,6.2,61,20,Pea
4041,6.5,62,19,Pea
4042,6.8,61,17,Pea
4043,6.8,60,14,Pea
4044,7.3,60,19,Pea
4045,6.9,61,16,Pea
4046,6.8,63,15,Pea
4047,7,60,19,Pea
4048,7.3,64,16,Pea
4049,6.2,63,18,Pea
4050,7,60,19,Pea
4051,6.3,64,14,Pea
4052,6.7,63,12,Pea
4053,6.1,63,19,Pea
4054,6.5,62,16,Pea
4055,6.9,64,15,Pea
4056,7.4,64,13,Pea
4057,7,62,13,Pea
4058,6.7,61,18,Pea
4059,6.6,64,16,Pea
4060,6,63,18,Pea
4061,6.6,64,18,Pea
4062,7.2,61,19,Pea
4063,7.3,62,18,Pea
4064,6.8,61,18,Pea
4065,6.9,61,21,Pea
4066,6.9,62,20,Pea
4067,6.9,64,17,Pea
4068,6.9,63,20,Pea
4069,6.1,64,17,Pea
4070,6.6,64,13,Pea
4071,6.6,64,16,Pea
4072,7.1,65,19,Pea
4073,6.4,63,19,Pea
4074,7.5,60,17,Pea
4075,6.5,63,14,Pea
4076,6.9,60,19,Pea
4077,6.7,62,13,Pea
4078,6.5,63,16,Pea
4079,6.6,64,21,Pea
4080,6.2,61,13,Pea
4081,6.3,63,21,Pea
4082,6.9,61,20,Pea
4083,6.6,61,17,Pea
4084,7.4,64,15,Pea
4085,6.8,60,13,Pea
4086,6.3,61,16,Pea
4087,7.4,63,21,Pea
4088,6.3,63,12,Pea
4089,6.1,61,20,Pea
4090,6.3,65,20,Pea
4091,6.1,61,20,Pea
4092,7.2,62,20,Pea
4093,6.7,64,15,Pea
4094,6.6,60,17,Pea
4095,6.9,63,15,Pea
4096,6.5,64,19,Pea
4097,6.3,62,15,Pea
4098,6.6,64,13,Pea
4099,6.2,63,19,Pea
4100,6.8,60,17,Pea
4101,7,62,16,Pea
4102,6.3,63,16,Pea
4103,6,64,21,Pea
4104,6.7,64,20,Pea
4105,6.7,63,12,Pea
4106,6.6,60,13,Pea
4107,6.9,62,19,Pea
4108,6.3,64,15,Pea
4109,6.4,61,14,Pea
4110,7,64,13,Pea
4111,6.1,60,18,Pea
4112,6.7,64,14,Pea
4113,6.7,63,15,Pea
4114,6.3,65,17,Pea
4115,7.4,60,13,Pea
4116,6.9,61,14,Pea
4117,6.5,60,16,Pea
4118,6.6,61,17,Pea
4119,6.7,63,14,Pea
4120,6.2,63,13,Pea
4121,6.3,64,16,Pea
4122,7.4,61,21,Pea
4123,6.4,63,20,Pea
4124,7.4,61,14,Pea
4125,6.6,61,21,Pea
4126,6.3,64,14,Pea
4127,6.5,61,13,Pea
4128,7,63,20,Pea
4129,6.1,63,21,Pea
4130,6.6,62,17,Pea
4131,6.2,61,12,Pea
4132,7.5,63,16,Pea
4133,6.3,63,17,Pea
4134,6.8,62,21,Pea
4135,7,60,15,Pea
4136,7.2,61,18,Pea
4137,7.5,63,20,Pea
4138,7.3,62,14,Pea
4139,6.8,62,13,Pea
4140,7.3,62,20,Pea
4141,7,62,18,Pea
4142,7.1,63,15,Pea
4143,6.2,62,17,Pea
4144,7.3,62,12,Pea
4145,6.9,60,21,Pea
4146,6.3,63,17,Pea
4147,7.3,62,18,Pea
4148,7.3,61,13,Pea
4149,7,63,13,Pea
4150,7.1,63,12,Pea
4151,6.3,64,17,Pea
4152,6,62,16,Pea
4153,6.5,64,13,Pea
4154,7,65,21,Pea
4155,7,65,18,Pea
4156,7.2,64,17,Pea
4157,7.2,61,17,Pea
4158,6.6,64,14,Pea
4159,6.1,62,12,Pea
4160,7,61,21,Pea
4161,6.8,61,21,Pea
4162,6.3,62,18,Pea
4163,6.3,62,19,Pea
4164,7.2,63,18,Pea
4165,6.5,63,15,Pea
4166,6.5,63,17,Pea
4167,6.3,62,20,Pea
4168,6.2,61,20,Pea
4169,7.1,61,16,Pea
4170,7,62,20,Pea
4171,6.6,62,17,Pea
4172,6.7,64,21,Pea
4173,6.3,64,13,Pea
4174,6.3,64,17,Pea
4175,6.8,61,15,Pea
4176,6.9,63,14,Pea
4177,7.3,61,16,Pea
4178,6.2,65,14,Pea
4179,6.7,61,16,Pea
4180,6.9,64,20,Pea
4181,7.2,63,15,Pea
4182,6.1,61,21,Pea
4183,7.2,60,15,Pea
4184,6.1,63,13,Pea
4185,6.5,64,18,Pea
4186,6.4,65,15,Pea
4187,6.9,61,20,Pea
4188,7.3,63,15,Pea
4189,6,63,17,Pea
4190,7.1,65,19,Pea
4191,7,61,15,Pea
4192,6.5,60,21,Pea
4193,6.1,61,16,Pea
4194,7.2,62,16,Pea
4195,6.7,62,16,Pea
4196,7.1,64,12,Pea
4197,6.3,64,15,Pea
4198,6.7,62,20,Pea
4199,6.1,62,17,Pea
4200,7.1,64,19,Pea
4201,7.1,64,17,Pea
4202,6.9,63,20,Pea
4203,7.3,62,14,Pea
4204,7.2,63,18,Pea
4205,7.4,62,16,Pea
4206,6.3,61,14,Pea
4207,6.6,60,17,Pea
4208,7.1,64,19,Pea
4209,6.7,61,13,Pea
4210,7.1,61,13,Pea
4211,6.8,63,18,Pea
4212,6.5,62,16,Pea
4213,6.3,63,17,Pea
4214,6.1,62,18,Pea
4215,7,61,14,Pea
4216,7.4,64,21,Pea
4217,7.3,63,15,Pea
4218,6.7,63,17,Pea
4219,6.4,62,19,Pea
4220,7.3,62,19,Pea
4221,7.2,61,21,Pea
4222,7,62,17,Pea
4223,7.1,64,17,Pea
4224,6.2,64,19,Pea
4225,6.1,62,13,Pea
4226,6.2,64,17,Pea
4227,7.4,62,14,Pea
4228,6.1,61,18,Pea
4229,6.9,61,21,Pea
4230,6.6,61,20,Pea
4231,7.4,62,15,Pea
4232,6.7,64,18,Pea
4233,6.8,60,18,Pea
4234,7.5,61,12,Pea
4235,7.4,60,16,Pea
4236,7.1,61,21,Pea
4237,7.3,61,21,Pea
4238,7.1,61,16,Pea
4239,7.2,61,14,Pea
4240,7.3,62,21,Pea
4241,6.4,64,16,Pea
4242,7.1,64,15,Pea
4243,6.6,64,17,Pea
4244,6.3,63,15,Pea
4245,6,63,21,Pea
4246,6.7,65,18,Pea
4247,6.5,63,13,Pea
4248,6.5,62,16,Pea
4249,7.2,62,21,Pea
4250,6.5,63,19,Pea
4251,6.3,63,16,Pea
4252,6.3,64,19,Pea
4253,6.7,64,16,Pea
4254,6.9,63,21,Pea
4255,7.2,64,13,Pea
4256,6.6,61,20,Pea
4257,7,63,18,Pea
4258,6.7,63,16,Pea
4259,7,62,19,Pea
4260,6.7,63,20,Pea
4261,7,61,13,Pea
4262,7.5,65,18,Pea
4263,6.9,60,18,Pea
4264,7.4,60,12,Pea
4265,7.1,65,15,Pea
4266,7.1,61,19,Pea
4267,6.5,61,12,Pea
4268,7.3,65,15,Pea
4269,6.5,64,13,Pea
4270,7.5,62,19,Pea
4271,7,61,17,Pea
4272,7.2,65,15,Pea
4273,7.3,61,17,Pea
4274,6.2,64,16,Pea
4275,6.5,62,19,Pea
4276,6.9,62,15,Pea
4277,6.7,65,15,Pea
4278,6.4,65,12,Pea
4279,6.8,62,17,Pea
4280,6.8,60,21,Pea
4281,7.1,65,18,Pea
4282,7.5,62,13,Pea
4283,7.1,60,19,Pea
4284,7.1,61,18,Pea
4285,7.3,64,17,Pea
4286,6.1,65,17,Pea
4287,6.5,62,12,Pea
4288,6.7,62,13,Pea
4289,6.6,64,19,Pea
4290,6.4,62,12,Pea
4291,6,61,17,Pea
4292,6.1,64,12,Pea
4293,7.4,62,21,Pea
4294,7.1,60,13,Pea
4295,7.2,63,19,Pea
4296,6.7,62,14,Pea
4297,7.5,62,16,Pea
4298,6.3,65,12,Pea
4299,6.3,61,13,Pea
4300,7.3,62,17,Pea
4301,6.4,63,19,Pea
4302,6.4,62,20,Pea
4303,6.7,62,12,Pea
4304,6.9,62,15,Pea
4305,7.3,62,19,Pea
4306,7.4,64,13,Pea
4307,6.5,64,19,Pea
4308,6.9,60,18,Pea
4309,6.4,64,14,Pea
4310,6.5,63,13,Pea
4311,6.6,63,18,Pea
4312,6.2,63,17,Pea
4313,6.3,64,18,Pea
4314,6.7,64,15,Pea
4315,7.3,62,13,Pea
4316,7.2,63,13,Pea
4317,7.2,64,21,Pea
4318,7.2,61,18,Pea
4319,6.3,61,18,Pea
4320,7.2,60,15,Pea
4321,7.1,63,15,Pea
4322,6.7,61,16,Pea
4323,6,62,18,Pea
4324,6.5,62,20,Pea
4325,7.3,63,19,Pea
4326,6.3,61,16,Pea
4327,6.5,64,17,Pea
4328,6.3,62,16,Pea
4329,7.3,65,20,Pea
4330,7.3,65,19,Pea
4331,6.9,63,15,Pea
4332,6.6,64,18,Pea
4333,7.3,62,20,Pea
4334,7,61,20,Pea
4335,6.4,65,16,Pea
4336,6.5,65,14,Pea
4337,7.2,60,21,Pea
4338,7.4,64,14,Pea
4339,7,64,21,Pea
4340,7,63,15,Pea
4341,6.2,64,20,Pea
4342,6.8,63,14,Pea
4343,7.3,61,18,Pea
4344,6.2,61,14,Pea
4345,7.1,64,15,Pea
4346,7.4,63,13,Pea
4347,6.1,63,20,Pea
4348,7.5,61,19,Pea
4349,6.6,65,19,Pea
4350,7.3,62,16,Pea
4351,7.2,62,16,Pea
4352,7.1,63,16,Pea
4353,6.2,62,12,Pea
4354,7.1,61,13,Pea
4355,6.3,64,14,Pea
4356,6.5,63,16,Pea
4357,6.2,63,14,Pea
4358,7.2,61,17,Pea
4359,7.1,62,14,Pea
4360,6.9,63,21,Pea
4361,6.6,65,20,Pea
4362,7.3,61,18,Pea
4363,6.3,61,18,Pea
4364,6.6,65,15,Pea
4365,7.1,65,20,Pea
4366,6.2,61,16,Pea
4367,7.4,60,16,Pea
4368,7.3,60,21,Pea
4369,6.8,61,16,Pea
4370,6.7,60,16,Pea
4371,6.6,63,16,Pea
4372,6.2,65,19,Pea
4373,6.3,63,20,Pea
4374,6.9,60,21,Pea
4375,7.2,60,14,Pea
4376,7,64,14,Pea
4377,6.3,60,19,Pea
4378,6.7,64,16,Pea
4379,6.9,61,15,Pea
