SoilPh,RelativeHumidity,SoilTemperature,Risk
7.5,73,51,No Risk
5.5,78,45,No Risk
7.1,87,44,No Risk
5,44,42,No Risk
6.3,98,3,No Risk
6.6,60,32,No Risk
8,98,65,No Risk
5.6,73,38,No Risk
7,47,50,No Risk
7.4,67,50,No Risk
4.9,77,51,No Risk
7.1,40,22,No Risk
6,53,48,No Risk
6.4,47,20,No Risk
4.8,53,35,No Risk
4.1,48,12,No Risk
7.8,65,60,No Risk
7.3,85,5,No Risk
6.9,90,37,No Risk
6.5,72,19,No Risk
6.1,53,7,No Risk
4.4,93,24,No Risk
4.5,87,14,No Risk
7.6,97,64,No Risk
5.8,67,33,No Risk
5,91,56,No Risk
6.4,78,19,No Risk
4.1,40,50,No Risk
5.6,61,8,No Risk
5,83,32,No Risk
6.7,67,22,No Risk
4.5,90,34,No Risk
6.8,55,20,No Risk
5.9,60,5,No Risk
5.7,82,25,No Risk
6.1,59,22,No Risk
6.1,64,27,No Risk
4.3,72,54,No Risk
6.2,98,16,No Risk
5.4,73,41,No Risk
4.8,54,16,No Risk
4.5,67,13,No Risk
4.6,88,53,No Risk
7.7,50,28,No Risk
5.7,80,28,No Risk
5,77,52,No Risk
7.7,98,28,No Risk
7.2,66,52,No Risk
6.2,40,5,No Risk
4.6,40,57,No Risk
7.2,42,10,No Risk
6.2,50,25,No Risk
7,80,40,No Risk
6.1,73,39,No Risk
8,63,16,No Risk
6.8,94,27,No Risk
7.6,98,11,No Risk
6.9,46,54,No Risk
4.2,84,43,No Risk
6.1,98,16,No Risk
6.6,80,59,No Risk
6.4,81,44,No Risk
7.9,78,37,No Risk
4.9,91,57,No Risk
6.3,87,15,No Risk
6.4,43,34,No Risk
5.5,80,22,No Risk
4.6,95,9,No Risk
4.7,69,32,No Risk
5,75,65,No Risk
4.3,75,39,No Risk
5.1,57,31,No Risk
4.6,72,6,No Risk
6.7,67,15,No Risk
6.4,85,54,No Risk
5.7,61,23,No Risk
7.7,49,8,No Risk
5.7,95,59,No Risk
6.2,79,34,No Risk
6.8,57,22,No Risk
7.2,94,22,No Risk
6.4,41,21,No Risk
6.6,64,47,No Risk
7,58,60,No Risk
7.9,80,26,No Risk
6.3,91,4,No Risk
6.1,62,30,No Risk
6.6,86,52,No Risk
4.1,82,28,No Risk
6.3,80,29,No Risk
6.2,66,14,No Risk
5.1,76,60,No Risk
6.4,76,38,No Risk
7.5,42,64,No Risk
4.7,67,25,No Risk
6.4,45,30,No Risk
6.7,75,50,No Risk
5.8,74,4,No Risk
4.7,83,12,No Risk
7.3,52,34,No Risk
4.3,42,11,No Risk
4.4,85,53,No Risk
6,59,51,No Risk
6.8,47,50,No Risk
4.1,45,36,No Risk
6.7,59,31,No Risk
6.3,74,61,No Risk
6.3,63,54,No Risk
7,87,46,No Risk
4.5,70,10,No Risk
7.8,83,8,No Risk
5.4,72,14,No Risk
4.8,70,26,No Risk
7,88,4,No Risk
4.9,67,28,No Risk
4.9,42,42,No Risk
8,52,23,No Risk
6.8,56,16,No Risk
4.7,83,61,No Risk
4.6,92,13,No Risk
7.1,78,22,No Risk
7,70,51,No Risk
6.3,75,40,No Risk
7.5,42,22,No Risk
4.5,54,48,No Risk
7.4,46,31,No Risk
6.7,63,13,No Risk
6.5,79,64,No Risk
5.8,80,64,No Risk
7.6,56,32,No Risk
4,72,1,No Risk
6.5,69,50,No Risk
5.4,48,15,No Risk
5.2,72,48,No Risk
6.6,60,27,No Risk
6.2,76,38,No Risk
7.4,45,9,No Risk
5.2,52,26,No Risk
5,52,59,No Risk
7.5,58,19,No Risk
7,85,12,No Risk
7.6,48,17,No Risk
5.8,69,18,No Risk
7.2,96,41,No Risk
6.9,56,24,No Risk
5.8,43,43,No Risk
7.4,62,33,No Risk
4.6,99,11,No Risk
6.1,75,9,No Risk
7.6,66,53,No Risk
4.9,86,53,No Risk
6.1,40,29,No Risk
5.4,72,34,No Risk
6.5,93,22,No Risk
4.8,51,21,No Risk
7.4,43,9,No Risk
6.1,93,10,No Risk
7.6,93,50,No Risk
4.7,90,49,No Risk
4.6,49,50,No Risk
7.7,85,60,No Risk
6.4,70,60,No Risk
5.9,42,48,No Risk
7,63,40,No Risk
5,62,21,No Risk
6.9,63,43,No Risk
5.2,76,56,No Risk
8,68,5,No Risk
4.9,79,54,No Risk
4.3,43,55,No Risk
7.9,74,54,No Risk
4.1,45,25,No Risk
7.2,91,33,No Risk
4.8,42,57,No Risk
7,72,1,No Risk
6.2,85,1,No Risk
5.3,83,10,No Risk
6.6,90,57,No Risk
4.9,46,62,No Risk
6.1,65,31,No Risk
5.8,75,54,No Risk
5.4,73,14,No Risk
5.2,79,7,No Risk
5.8,71,29,No Risk
5.6,69,33,No Risk
4.3,88,58,No Risk
4.5,55,20,No Risk
7.7,66,35,No Risk
6.9,96,50,No Risk
8,88,59,No Risk
5.7,40,47,No Risk
5.9,74,53,No Risk
5.5,73,43,No Risk
4.6,89,7,No Risk
6,72,51,No Risk
6.8,68,61,No Risk
5.2,54,60,No Risk
7.1,56,63,No Risk
4.5,52,10,No Risk
4.9,64,5,No Risk
4.8,82,10,No Risk
6.9,81,7,No Risk
7.9,74,59,No Risk
7.2,71,56,No Risk
4.9,52,56,No Risk
5.5,88,27,No Risk
7.4,95,45,No Risk
4.2,53,20,No Risk
7.6,90,21,No Risk
6,73,44,No Risk
7.6,46,60,No Risk
7.1,80,53,No Risk
6.6,60,49,No Risk
6.6,70,19,No Risk
7.7,83,1,No Risk
7,71,11,No Risk
5.2,97,50,No Risk
5.3,95,54,No Risk
7.6,96,20,No Risk
6.5,55,29,No Risk
4.7,57,41,No Risk
5.6,96,13,No Risk
5.3,86,45,No Risk
4.5,83,62,No Risk
6.4,88,53,No Risk
5.1,85,27,No Risk
7.6,81,7,No Risk
5.1,81,61,No Risk
7.6,91,16,No Risk
6.5,82,60,No Risk
5.2,61,4,No Risk
7.2,95,36,No Risk
7.8,76,61,No Risk
4.1,78,3,No Risk
7,96,21,No Risk
6.4,71,5,No Risk
6,95,10,No Risk
6.1,91,25,No Risk
7.8,71,59,No Risk
5.7,41,52,No Risk
6.7,60,25,No Risk
5.6,68,48,No Risk
6.6,71,49,No Risk
5.2,78,26,No Risk
6.7,61,3,No Risk
5.3,68,37,No Risk
5.9,86,17,No Risk
6.7,69,42,No Risk
4.9,76,7,No Risk
6.7,59,8,No Risk
6.8,62,53,No Risk
5,70,12,No Risk
5,56,22,No Risk
6.7,46,8,No Risk
4,88,59,No Risk
7.4,90,1,No Risk
6.1,52,46,No Risk
5.7,83,28,No Risk
4.2,50,54,No Risk
6.8,58,42,No Risk
4.5,63,38,No Risk
6.7,44,44,No Risk
5.7,78,50,No Risk
5.3,67,30,No Risk
4.9,90,52,No Risk
6.9,58,25,No Risk
5.2,64,27,No Risk
5.3,55,12,No Risk
6,92,32,No Risk
6.8,48,60,No Risk
7.7,87,57,No Risk
4.4,52,5,No Risk
4.4,98,28,No Risk
4.2,54,14,No Risk
5.6,60,2,No Risk
4.7,74,23,No Risk
6.5,95,43,No Risk
4.7,48,19,No Risk
6.4,79,61,No Risk
7.8,71,43,No Risk
4.3,79,21,No Risk
7,82,51,No Risk
7.5,86,21,No Risk
7.2,86,17,No Risk
6,77,2,No Risk
5.5,86,60,No Risk
4.4,53,36,No Risk
5.1,89,45,No Risk
7.8,64,20,No Risk
7.4,86,61,No Risk
5.2,90,28,No Risk
7.2,70,54,No Risk
5.1,70,37,No Risk
4.8,90,39,No Risk
6.9,81,46,No Risk
7.9,60,37,No Risk
4.6,52,31,No Risk
8,50,54,No Risk
6,44,38,No Risk
6,62,13,No Risk
5.7,69,44,No Risk
7.9,98,23,No Risk
4.7,83,11,No Risk
7.7,88,44,No Risk
7.7,72,36,No Risk
7.7,87,15,No Risk
6.5,86,48,No Risk
6.7,57,31,No Risk
4.5,92,30,No Risk
7.8,40,54,No Risk
6.2,84,19,No Risk
6.4,68,16,No Risk
6.6,52,61,No Risk
5,92,64,No Risk
7.9,91,60,No Risk
6.8,65,49,No Risk
5.9,86,57,No Risk
7.2,57,45,No Risk
5.8,59,7,No Risk
6.2,87,2,No Risk
6.8,44,10,No Risk
4.8,46,7,No Risk
7.4,50,12,No Risk
5.8,93,4,No Risk
7.9,60,45,No Risk
4.7,49,34,No Risk
4.5,63,10,No Risk
6.1,84,43,No Risk
4,68,39,No Risk
5.5,49,58,No Risk
7.3,68,11,No Risk
4.5,77,35,No Risk
4.8,86,33,No Risk
6.5,86,37,No Risk
5.8,66,12,No Risk
4.9,59,9,No Risk
5.5,63,18,No Risk
4.7,89,59,No Risk
6.1,61,39,No Risk
7.3,48,24,No Risk
6.1,80,33,No Risk
5.5,69,19,No Risk
5.4,96,26,No Risk
4.5,62,53,No Risk
4.2,54,2,No Risk
6.3,91,38,No Risk
5.5,93,37,No Risk
5.5,70,21,No Risk
7.9,49,56,No Risk
5,51,36,No Risk
7.1,76,62,No Risk
4.9,44,24,No Risk
5.3,67,31,No Risk
5.5,50,17,No Risk
6.2,62,62,No Risk
5.9,55,5,No Risk
7.5,59,56,No Risk
7.3,65,38,No Risk
5.4,54,3,No Risk
5.9,79,7,No Risk
6.4,42,36,No Risk
4.7,98,10,No Risk
4.5,75,27,No Risk
7.5,74,18,No Risk
7.5,50,39,No Risk
4.9,85,31,No Risk
4.6,93,32,No Risk
7.5,95,3,No Risk
6.2,93,19,No Risk
7.3,89,38,No Risk
6.2,68,33,No Risk
7.4,53,27,No Risk
7.7,63,58,No Risk
6.9,42,13,No Risk
4.2,46,39,No Risk
4.5,83,60,No Risk
4.1,63,53,No Risk
5.7,73,47,No Risk
6.5,93,30,No Risk
5.8,77,26,No Risk
6.4,77,23,No Risk
5.1,87,63,No Risk
6.4,54,11,No Risk
7.5,61,46,No Risk
6,61,38,No Risk
5.8,66,54,No Risk
4.2,89,60,No Risk
7.9,42,47,No Risk
5.1,46,9,No Risk
5.8,88,37,No Risk
4.5,71,65,No Risk
4.7,90,34,No Risk
7.2,72,61,No Risk
7.8,42,63,No Risk
4.9,60,50,No Risk
7.9,86,62,No Risk
6.4,88,35,No Risk
4.3,93,62,No Risk
5.6,93,14,No Risk
6.2,94,30,No Risk
5.8,66,54,No Risk
5.5,67,59,No Risk
5.8,44,52,No Risk
4.1,62,55,No Risk
4.2,63,52,No Risk
4.4,87,38,No Risk
7.8,67,3,No Risk
7.7,70,44,No Risk
7,94,7,No Risk
5.9,59,57,No Risk
4.9,88,56,No Risk
7.4,52,63,No Risk
4.9,61,64,No Risk
5.8,60,53,No Risk
6.2,54,39,No Risk
7.9,63,6,No Risk
6.1,62,47,No Risk
4.3,54,17,No Risk
5.8,86,65,No Risk
4.6,51,27,No Risk
5.1,49,28,No Risk
4.2,66,13,No Risk
4.4,92,44,No Risk
4.9,71,24,No Risk
4.6,88,54,No Risk
6.4,59,24,No Risk
7.8,54,51,No Risk
7.8,64,21,No Risk
7.5,41,18,No Risk
7.9,92,63,No Risk
6.1,71,17,No Risk
4.1,75,57,No Risk
4.9,70,13,No Risk
5.2,52,18,No Risk
5.5,82,18,No Risk
7,53,38,No Risk
4.2,43,53,No Risk
6,58,52,No Risk
6.8,79,11,No Risk
5.8,65,52,No Risk
4.6,89,6,No Risk
5.3,41,23,No Risk
7.6,41,10,No Risk
7,45,16,No Risk
4.7,88,50,No Risk
7.9,95,20,No Risk
7.6,93,30,No Risk
7.4,60,18,No Risk
6,75,18,No Risk
5.5,66,13,No Risk
7.9,56,33,No Risk
4.9,67,40,No Risk
6.7,95,20,No Risk
6.6,57,19,No Risk
6.8,84,46,No Risk
4.2,55,36,No Risk
6.4,61,17,No Risk
7.4,85,31,No Risk
7.4,55,28,No Risk
7.4,88,34,No Risk
7.5,79,14,No Risk
4.4,64,40,No Risk
4.6,73,40,No Risk
6,62,61,No Risk
6.8,89,21,No Risk
4.8,58,11,No Risk
4.6,66,22,No Risk
7.4,86,48,No Risk
4.2,65,37,No Risk
7.9,93,31,No Risk
5.3,81,21,No Risk
7.1,94,48,No Risk
6.7,85,65,No Risk
4.6,56,55,No Risk
7.5,94,23,No Risk
7.3,43,44,No Risk
7.4,89,46,No Risk
5.1,42,27,No Risk
7.6,44,25,No Risk
4.5,44,39,No Risk
6.7,69,25,No Risk
5.1,55,1,No Risk
5.3,85,41,No Risk
7.7,52,48,No Risk
4.6,46,1,No Risk
6,60,3,No Risk
4.4,87,57,No Risk
7.9,72,62,No Risk
4.5,62,63,No Risk
5.8,74,55,No Risk
4.4,64,38,No Risk
6.7,46,43,No Risk
4,71,61,No Risk
7.6,80,16,No Risk
6.3,68,33,No Risk
4.9,48,22,No Risk
7.4,58,6,No Risk
7.2,83,9,No Risk
4.4,79,20,No Risk
5,64,48,No Risk
5.7,55,58,No Risk
6.5,67,60,No Risk
5.3,75,12,No Risk
6.6,82,43,No Risk
7.5,81,26,No Risk
5.3,94,64,No Risk
6,48,29,No Risk
6.6,89,51,No Risk
4.1,89,41,No Risk
6.2,51,31,No Risk
4.8,97,61,No Risk
7.1,85,25,No Risk
7.1,40,14,No Risk
5.5,68,63,No Risk
6.8,76,31,No Risk
7.4,92,1,No Risk
6.2,99,29,No Risk
5.1,45,51,No Risk
7.9,83,11,No Risk
4.5,52,59,No Risk
6,97,24,No Risk
6,87,16,No Risk
7.1,42,24,No Risk
7.8,54,53,No Risk
6.8,83,29,No Risk
5.3,73,64,No Risk
5.8,94,13,No Risk
6,79,63,No Risk
4.3,49,36,No Risk
5.4,80,31,No Risk
7.9,97,56,No Risk
4,70,32,No Risk
7.9,86,53,No Risk
4.5,79,51,No Risk
6.1,91,25,No Risk
5.3,73,28,No Risk
4.3,99,34,No Risk
7.6,86,51,No Risk
7.3,96,64,No Risk
5.1,44,4,No Risk
7.2,61,10,No Risk
6.6,79,55,No Risk
6.8,47,6,No Risk
5.5,70,63,No Risk
5.4,51,49,No Risk
4.5,45,57,No Risk
7.1,72,55,No Risk
6.7,71,23,No Risk
5.5,62,56,No Risk
4.8,97,17,No Risk
4.2,83,58,No Risk
7.4,63,6,No Risk
7.9,81,40,No Risk
6.9,70,61,No Risk
4.3,92,1,No Risk
5.4,97,46,No Risk
7.2,92,47,No Risk
6.3,50,16,No Risk
7,90,33,No Risk
7.5,56,45,No Risk
4.7,91,22,No Risk
4.5,42,28,No Risk
5.7,43,33,No Risk
6.4,50,34,No Risk
4.6,78,1,No Risk
7.8,76,32,No Risk
5.9,50,7,No Risk
7.7,66,56,No Risk
6.5,89,25,No Risk
6.7,73,37,No Risk
6.8,56,39,No Risk
7.1,56,31,No Risk
5.8,95,18,No Risk
4.3,58,64,No Risk
6.1,57,13,No Risk
6.7,51,53,No Risk
5.7,80,62,No Risk
4.9,76,41,No Risk
4.4,48,52,No Risk
6.3,86,25,No Risk
7,92,59,No Risk
5.5,61,54,No Risk
4.7,48,31,No Risk
5.7,93,58,No Risk
5.6,65,12,No Risk
6.4,43,3,No Risk
4.5,49,26,No Risk
4.5,42,44,No Risk
4.7,44,39,No Risk
7.8,50,50,No Risk
5.4,73,65,No Risk
5.2,76,18,No Risk
6.2,79,49,No Risk
7.1,59,64,No Risk
7.6,81,37,No Risk
7.3,82,46,No Risk
7.4,83,42,No Risk
4.3,54,32,No Risk
6.3,67,42,No Risk
4.2,47,45,No Risk
6.4,41,34,No Risk
6.1,67,39,No Risk
5.2,70,18,No Risk
5.6,94,5,No Risk
7.1,88,41,No Risk
5.8,61,3,No Risk
5.5,42,53,No Risk
4.8,55,23,No Risk
6.1,88,31,No Risk
4.6,42,53,No Risk
6.9,81,15,No Risk
4.1,86,44,No Risk
6.7,56,61,No Risk
5.1,92,49,No Risk
4.9,61,6,No Risk
6.5,92,61,No Risk
4.1,58,51,No Risk
5.1,65,42,No Risk
7.7,74,38,No Risk
7,59,7,No Risk
7.1,87,21,No Risk
4.7,60,64,No Risk
5.1,69,28,No Risk
5.9,45,6,No Risk
4.4,78,43,No Risk
7.8,52,48,No Risk
4.4,70,49,No Risk
6.7,40,26,No Risk
4.3,98,22,No Risk
5,57,31,No Risk
5.4,87,31,No Risk
5.5,57,5,No Risk
7,75,45,No Risk
5.7,82,65,No Risk
7.8,99,9,No Risk
7.8,95,62,No Risk
5.2,77,39,No Risk
6.7,40,58,No Risk
6.7,81,30,No Risk
6.6,67,9,No Risk
4.8,70,50,No Risk
4.5,91,8,No Risk
7.9,60,61,No Risk
4.8,74,6,No Risk
4.4,80,47,No Risk
7.5,99,2,No Risk
6.2,52,16,No Risk
7.7,74,40,No Risk
7.1,40,39,No Risk
7.5,81,39,No Risk
4.6,75,15,No Risk
4.3,57,13,No Risk
7.5,61,47,No Risk
6.1,47,20,No Risk
4.9,78,2,No Risk
5.9,86,50,No Risk
6.7,74,27,No Risk
5.3,84,1,No Risk
6,70,22,No Risk
5.4,87,13,No Risk
6.4,97,32,No Risk
4.1,92,7,No Risk
6.9,90,40,No Risk
7.5,83,54,No Risk
6.1,72,25,No Risk
6.9,67,52,No Risk
7.6,99,45,No Risk
5.4,52,59,No Risk
4.8,51,64,No Risk
4.5,85,3,No Risk
4.9,82,58,No Risk
7.8,43,20,No Risk
6,63,48,No Risk
7.8,69,10,No Risk
7.2,81,29,No Risk
4.9,78,59,No Risk
5.9,67,31,No Risk
5.8,64,11,No Risk
6.1,98,47,No Risk
7.3,76,43,No Risk
7.9,68,31,No Risk
7.7,53,31,No Risk
4.5,80,29,No Risk
7.9,56,17,No Risk
6.7,76,12,No Risk
6.8,82,11,No Risk
5.6,82,6,No Risk
6.4,66,21,No Risk
7.5,74,38,No Risk
5.5,80,49,No Risk
4.7,42,54,No Risk
7.2,71,33,No Risk
7.4,85,3,No Risk
4.2,46,0,No Risk
5.8,63,40,No Risk
4.6,77,21,No Risk
4.6,76,55,No Risk
4.3,45,44,No Risk
5.8,55,10,No Risk
7.6,91,63,No Risk
5.5,66,40,No Risk
6.8,42,63,No Risk
6.6,53,26,No Risk
5.5,73,51,No Risk
7.4,65,40,No Risk
6.7,44,11,No Risk
7.9,55,34,No Risk
4.2,64,46,No Risk
6.7,75,40,No Risk
7.2,93,52,No Risk
6.4,83,38,No Risk
6.4,44,16,No Risk
4.3,88,19,No Risk
6.2,53,42,No Risk
5.4,51,1,No Risk
6.4,95,2,No Risk
6.2,94,23,No Risk
5.6,58,39,No Risk
4.2,55,53,No Risk
5.7,66,40,No Risk
6.2,88,8,No Risk
5.5,53,52,No Risk
5.6,95,4,No Risk
4.5,85,4,No Risk
7.5,67,54,No Risk
5.8,51,61,No Risk
5.5,40,47,No Risk
6.3,54,42,No Risk
5.6,76,36,No Risk
6.4,45,11,No Risk
5,49,42,No Risk
6,51,17,No Risk
6.6,53,40,No Risk
7.5,57,45,No Risk
6,66,7,No Risk
6,97,37,No Risk
7.8,87,26,No Risk
7.2,87,19,No Risk
8,50,52,No Risk
4.4,68,49,No Risk
7.4,49,49,No Risk
6.6,45,52,No Risk
6.6,67,60,No Risk
5.2,43,41,No Risk
6,84,44,No Risk
5.7,97,13,No Risk
6.7,65,29,No Risk
6,46,12,No Risk
5.3,48,27,No Risk
4,51,7,No Risk
6.8,86,57,No Risk
7.6,89,24,No Risk
6,98,9,No Risk
5.2,94,10,No Risk
5.5,52,56,No Risk
5.5,85,37,No Risk
5.6,59,23,No Risk
5.5,51,2,No Risk
5.3,86,46,No Risk
4.6,46,58,No Risk
4.1,61,6,No Risk
4.3,41,16,No Risk
5.4,78,36,No Risk
7.7,75,57,No Risk
6.3,75,59,No Risk
5.9,69,18,No Risk
6.1,88,47,No Risk
4.7,43,11,No Risk
4.9,85,16,No Risk
6.6,84,17,No Risk
6.8,72,37,No Risk
6,60,32,No Risk
7.3,68,56,No Risk
4.9,46,28,No Risk
4.5,96,2,No Risk
5.8,69,40,No Risk
7.3,57,4,No Risk
4.6,45,53,No Risk
5.9,64,7,No Risk
4.9,99,34,No Risk
4.1,45,64,No Risk
7.9,42,9,No Risk
6.9,98,17,No Risk
5.6,66,38,No Risk
7.7,49,50,No Risk
7.3,91,21,No Risk
4.5,92,56,No Risk
5.8,88,12,No Risk
5.7,59,1,No Risk
6.5,89,27,No Risk
4,76,10,No Risk
7.6,96,48,No Risk
4.7,86,36,No Risk
4.5,95,1,No Risk
4.3,82,46,No Risk
5.7,83,52,No Risk
5.9,93,27,No Risk
4.3,43,38,No Risk
5.1,66,8,No Risk
5.7,86,26,No Risk
5.8,51,65,No Risk
6.6,48,40,No Risk
5.8,73,36,No Risk
6.7,48,10,No Risk
5,51,14,No Risk
4.8,76,38,No Risk
6.4,53,10,No Risk
4.2,69,39,No Risk
5.5,63,37,No Risk
6.9,50,32,No Risk
7.1,43,35,No Risk
6.4,85,16,No Risk
5.8,70,6,No Risk
6.3,94,18,No Risk
7.5,90,5,No Risk
5.5,86,59,No Risk
7.1,52,17,No Risk
4.1,49,13,No Risk
4.6,67,31,No Risk
5.2,92,56,No Risk
7.5,79,16,No Risk
6.7,47,52,No Risk
5.8,49,21,No Risk
5.9,88,42,No Risk
5.4,81,31,No Risk
5.6,72,22,No Risk
7.9,66,27,No Risk
7.4,76,40,No Risk
6.5,45,4,No Risk
7.8,61,52,No Risk
6.7,43,6,No Risk
7.7,71,16,No Risk
4.1,97,20,No Risk
7,41,19,No Risk
6.7,57,43,No Risk
7.4,69,63,No Risk
4.2,88,23,No Risk
5,73,62,No Risk
6.8,66,7,No Risk
7.4,73,19,No Risk
7.2,67,11,No Risk
7.5,98,29,No Risk
5.2,57,61,No Risk
6.6,88,35,No Risk
6.7,88,18,No Risk
6,61,53,No Risk
5.9,84,8,No Risk
4.5,42,24,No Risk
4.2,68,53,No Risk
4.9,95,65,No Risk
6.5,51,29,No Risk
7,74,64,No Risk
6.2,68,39,No Risk
5.7,79,28,No Risk
5.4,43,38,No Risk
7.3,96,46,No Risk
7.6,53,53,No Risk
5.5,95,21,No Risk
5.7,64,2,No Risk
6.4,91,1,No Risk
5.9,45,33,No Risk
4.9,76,21,No Risk
6.7,95,12,No Risk
7.3,67,21,No Risk
5.3,88,1,No Risk
6,94,9,No Risk
5.2,86,7,No Risk
5.4,92,13,No Risk
7.2,73,63,No Risk
5.2,47,28,No Risk
4.8,83,60,No Risk
5.4,62,6,No Risk
4.3,96,41,No Risk
7.2,78,35,No Risk
4.5,98,50,No Risk
7.3,54,11,No Risk
7.9,82,13,No Risk
7.6,75,52,No Risk
6.8,47,29,No Risk
7.7,97,53,No Risk
6.6,77,24,No Risk
7.6,79,59,No Risk
4.7,74,30,No Risk
5.6,49,1,No Risk
5,68,13,No Risk
6,67,13,No Risk
8,81,30,No Risk
5.6,91,7,No Risk
6.5,66,11,No Risk
4.6,96,42,No Risk
4.8,87,29,No Risk
6.3,72,15,No Risk
5,63,1,No Risk
5.9,42,32,No Risk
8,84,36,No Risk
4.2,91,6,No Risk
5.2,65,57,No Risk
5.3,56,58,No Risk
4.5,65,42,No Risk
6.1,73,25,No Risk
6.8,47,13,No Risk
7.3,70,5,No Risk
6.5,61,16,No Risk
7.5,78,28,No Risk
4.9,86,51,No Risk
7.6,50,6,No Risk
6.1,54,42,No Risk
5.4,84,62,No Risk
4.5,89,45,No Risk
4.9,86,11,No Risk
6.1,77,14,No Risk
6.2,93,43,No Risk
5.1,67,53,No Risk
5.8,99,8,No Risk
6.7,44,1,No Risk
7,92,31,No Risk
4.3,62,57,No Risk
4.6,64,17,No Risk
6.8,44,3,No Risk
7,75,30,No Risk
7.1,43,58,No Risk
4.4,63,43,No Risk
5.6,43,49,No Risk
4.2,76,4,No Risk
6.3,65,43,No Risk
4.3,61,46,No Risk
4.6,45,42,No Risk
5.3,55,37,No Risk
7.4,83,4,No Risk
5.2,81,50,No Risk
5.7,44,21,No Risk
5,53,51,No Risk
6.4,76,17,No Risk
5.1,61,43,No Risk
5.9,42,31,No Risk
4.1,71,54,No Risk
5.3,89,61,No Risk
5.2,71,10,No Risk
4.9,53,29,No Risk
6.2,51,2,No Risk
7.8,49,41,No Risk
7.9,64,40,No Risk
6.5,93,40,No Risk
4.8,56,35,No Risk
4.4,48,51,No Risk
6.2,65,29,No Risk
6.2,95,37,No Risk
5.9,76,52,No Risk
8,56,62,No Risk
5,60,6,No Risk
7.8,75,6,No Risk
7.8,82,12,No Risk
5.8,49,62,No Risk
5.4,42,45,No Risk
7.3,47,48,No Risk
4.8,53,15,No Risk
5.8,79,7,No Risk
4.8,74,32,No Risk
4.1,99,43,No Risk
7.5,60,23,No Risk
7.3,75,41,No Risk
7.9,84,11,No Risk
4.2,68,17,No Risk
6.7,54,60,No Risk
4.6,92,34,No Risk
5.8,68,20,No Risk
5.1,63,23,No Risk
6.9,61,32,No Risk
5.7,98,23,No Risk
7.7,58,64,No Risk
5.6,88,40,No Risk
5,80,20,No Risk
5.2,92,59,No Risk
7.6,92,22,No Risk
7.9,77,59,No Risk
4.2,57,52,No Risk
7.5,80,29,No Risk
4.4,58,56,No Risk
6.9,52,52,No Risk
6.7,61,8,No Risk
5.3,65,55,No Risk
5.7,64,34,No Risk
7.7,86,42,No Risk
4.2,75,53,No Risk
5.7,88,12,No Risk
8,47,51,No Risk
5.8,67,35,No Risk
6.9,54,26,No Risk
5,49,51,No Risk
6.2,75,38,No Risk
4.3,43,26,No Risk
6.6,71,20,No Risk
7.9,46,16,No Risk
4.8,46,55,No Risk
5.1,78,35,No Risk
4.5,67,56,No Risk
4.5,85,39,No Risk
5.1,49,65,No Risk
6.2,86,60,No Risk
5.2,55,9,No Risk
7.3,53,45,No Risk
6.7,42,64,No Risk
5.6,48,29,No Risk
7.1,44,6,No Risk
5,70,37,No Risk
5.3,80,12,No Risk
6.6,83,2,No Risk
7.6,79,62,No Risk
7.9,45,19,No Risk
6.3,75,31,No Risk
4.9,55,18,No Risk
4.8,86,27,No Risk
6,95,61,No Risk
7.3,64,27,No Risk
6.2,60,46,No Risk
6.5,61,61,No Risk
7.1,65,31,No Risk
5,94,46,No Risk
4,81,63,No Risk
6.4,73,12,No Risk
7.3,85,3,No Risk
4.7,66,29,No Risk
4.8,56,16,No Risk
5.6,47,3,No Risk
7.1,69,43,No Risk
6.6,54,62,No Risk
6,61,14,No Risk
5.9,79,13,No Risk
7.3,62,31,No Risk
6.9,57,21,No Risk
5.3,55,51,No Risk
4.4,97,36,No Risk
7.7,59,13,No Risk
5,67,53,No Risk
7.7,83,27,No Risk
5.4,95,8,No Risk
5.8,80,37,No Risk
4.4,78,36,No Risk
6.7,89,37,No Risk
7.6,75,54,No Risk
4.1,88,44,No Risk
5.9,43,59,No Risk
5.9,71,52,No Risk
4.6,58,26,No Risk
6,74,52,No Risk
5.9,65,6,No Risk
6,98,60,No Risk
6.9,77,12,No Risk
6,44,63,No Risk
5.3,67,60,No Risk
5.9,70,50,No Risk
5.6,69,13,No Risk
7.6,69,0,No Risk
5.7,45,3,No Risk
7.1,44,8,No Risk
6,59,33,No Risk
5.6,56,1,No Risk
7.3,53,60,No Risk
6.9,68,58,No Risk
5.3,55,2,No Risk
7.8,58,5,No Risk
7.8,48,37,No Risk
7.2,61,22,No Risk
6.2,92,38,No Risk
7.4,53,1,No Risk
5.7,95,38,No Risk
5.9,83,53,No Risk
5.5,73,42,No Risk
4.7,73,17,No Risk
6.4,56,58,No Risk
4.7,94,48,No Risk
6.6,91,56,No Risk
5.1,73,40,No Risk
7.4,53,64,No Risk
6,75,4,No Risk
6.9,63,65,No Risk
4.5,71,30,No Risk
6.1,98,13,No Risk
5.6,86,4,No Risk
4.1,75,7,No Risk
7.5,75,25,No Risk
5.4,60,34,No Risk
6.9,99,3,No Risk
7.1,90,20,No Risk
5.4,60,63,No Risk
7.2,65,50,No Risk
6.9,88,20,No Risk
4.6,60,8,No Risk
7.5,95,29,No Risk
7.4,54,58,No Risk
